restaurant_name,rating,total_ratings,address,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language,sentiment_compound,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_label
Urban Cafe / Bar / Kitchen - Jewellery Quarter,4.3,939.0,"The Big Peg, Warstone Ln, Birmingham B18 6NF, UK",ChIJ9fP0Mey8cEgR4WccvWDte0k,"[""Monday: 8:30 AM – 4:00 PM"", ""Tuesday: 8:30 AM – 4:00 PM"", ""Wednesday: 8:30 AM – 4:00 PM"", ""Thursday: 8:30 AM – 4:00 PM"", ""Friday: 8:30 AM – 4:00 PM"", ""Saturday: 9:00 AM – 5:00 PM"", ""Sunday: 9:00 AM – 3:00 PM""]",Iqram Ahmed,4.0,"Just visited this new coffee spot and I’m really impressed!
•	The decoration is super nice – cozy and modern, perfect for relaxing or working.
•	The staff are great – very friendly and welcoming.
•	The coffee tastes really good, especially the cappuccino. Smooth and rich!
•	There’s a lovely outdoor seating area too, great for sunny days.

It is a bit pricier than other popular coffee chains, but honestly, the vibe and quality make it worth it. Definitely coming back!",2025-06-09 07:34:46,en,0.988,0.0,0.577,0.423,Positive
Urban Cafe / Bar / Kitchen - Jewellery Quarter,4.3,939.0,"The Big Peg, Warstone Ln, Birmingham B18 6NF, UK",ChIJ9fP0Mey8cEgR4WccvWDte0k,"[""Monday: 8:30 AM – 4:00 PM"", ""Tuesday: 8:30 AM – 4:00 PM"", ""Wednesday: 8:30 AM – 4:00 PM"", ""Thursday: 8:30 AM – 4:00 PM"", ""Friday: 8:30 AM – 4:00 PM"", ""Saturday: 9:00 AM – 5:00 PM"", ""Sunday: 9:00 AM – 3:00 PM""]",Hugo Happel,5.0,"Delightful light lunch and coffees here, in a warm and comfy setting. The Classic Bennie bap £8.95 and the soup of the day £6.95 were delicious. The sun was shining on our faces and it was bliss. Coffees were nice but a bit dear I thought £4.10 and it's 50p extra for decaf.",2024-11-22 16:36:13,en,0.8968,0.0,0.761,0.239,Positive
Urban Cafe / Bar / Kitchen - Jewellery Quarter,4.3,939.0,"The Big Peg, Warstone Ln, Birmingham B18 6NF, UK",ChIJ9fP0Mey8cEgR4WccvWDte0k,"[""Monday: 8:30 AM – 4:00 PM"", ""Tuesday: 8:30 AM – 4:00 PM"", ""Wednesday: 8:30 AM – 4:00 PM"", ""Thursday: 8:30 AM – 4:00 PM"", ""Friday: 8:30 AM – 4:00 PM"", ""Saturday: 9:00 AM – 5:00 PM"", ""Sunday: 9:00 AM – 3:00 PM""]",sian o'brien,5.0,"This place is so lovely. It's really relaxed, welcoming and the food is great. I get anxious going out, because you don't know how each business works from place to place, but Urban cafe has clear signage and instruction; you can take a seat, and order at the till when you're ready. This was actually really helpful to me. The staff are so polite and helpful. The place is clean, the menu options are great. My poached eggs were perfect! Honestly, can't fault it.",2025-05-18 12:13:53,en,0.993,0.013,0.588,0.399,Positive
Urban Cafe / Bar / Kitchen - Jewellery Quarter,4.3,939.0,"The Big Peg, Warstone Ln, Birmingham B18 6NF, UK",ChIJ9fP0Mey8cEgR4WccvWDte0k,"[""Monday: 8:30 AM – 4:00 PM"", ""Tuesday: 8:30 AM – 4:00 PM"", ""Wednesday: 8:30 AM – 4:00 PM"", ""Thursday: 8:30 AM – 4:00 PM"", ""Friday: 8:30 AM – 4:00 PM"", ""Saturday: 9:00 AM – 5:00 PM"", ""Sunday: 9:00 AM – 3:00 PM""]",Daniel Searles,4.0,"The food was good, the location was good, the place looked great and it was a good find. The charter said they value gig customer service, so the person who served us must have been having a bad day.  Later as they were tidying another table away, they really weren't happy about it. Think they need to find another job.",2025-04-19 23:27:06,en,0.8138,0.093,0.699,0.208,Positive
Urban Cafe / Bar / Kitchen - Jewellery Quarter,4.3,939.0,"The Big Peg, Warstone Ln, Birmingham B18 6NF, UK",ChIJ9fP0Mey8cEgR4WccvWDte0k,"[""Monday: 8:30 AM – 4:00 PM"", ""Tuesday: 8:30 AM – 4:00 PM"", ""Wednesday: 8:30 AM – 4:00 PM"", ""Thursday: 8:30 AM – 4:00 PM"", ""Friday: 8:30 AM – 4:00 PM"", ""Saturday: 9:00 AM – 5:00 PM"", ""Sunday: 9:00 AM – 3:00 PM""]",Cassie J,2.0,"Ordered the royal eggs benedict and it hardly had any hollendase sause at all. You can't taste it or see it. As you can see in the picture it wasn't to be seen. They did go and get me a hug but I had to wait 5 mins for it. We had already had to wait 40 mins for the food ( which we knew about ) but my food was going cold whilst I was waiting for the sauce that was supposed to be on it!! And the main feature.

There was a good 5/6 members of staff on but the tables were not getting cleared, we had to clear our own table. The staff were not friendly, they looked and acted like they didn't want to be there!

I would not come back, for the price of the food I would totally expect better.",2025-01-11 15:04:27,en,0.9256,0.041,0.844,0.116,Positive
Deli Heaven,4.9,131.0,"21 Caroline St, Birmingham B3 1UE, UK",ChIJO7AKG-28cEgR-zAWLhsaZvg,"[""Monday: 7:30 AM – 3:00 PM"", ""Tuesday: 7:30 AM – 3:00 PM"", ""Wednesday: 7:30 AM – 3:00 PM"", ""Thursday: 7:30 AM – 3:00 PM"", ""Friday: 7:30 AM – 10:00 PM"", ""Saturday: 8:00 AM – 10:00 PM"", ""Sunday: Closed""]",Kimberley Marira,5.0,"What a way to decompress after an intense day of uni! My friend and I had a lovely time at DH, we’re looking forward to our next visit. Food and service was 10/10!
Thank you Ruky and Mo 🫶🏾",2025-05-17 17:21:34,en,0.8856,0.0,0.738,0.262,Positive
Deli Heaven,4.9,131.0,"21 Caroline St, Birmingham B3 1UE, UK",ChIJO7AKG-28cEgR-zAWLhsaZvg,"[""Monday: 7:30 AM – 3:00 PM"", ""Tuesday: 7:30 AM – 3:00 PM"", ""Wednesday: 7:30 AM – 3:00 PM"", ""Thursday: 7:30 AM – 3:00 PM"", ""Friday: 7:30 AM – 10:00 PM"", ""Saturday: 8:00 AM – 10:00 PM"", ""Sunday: Closed""]",Balickle B,5.0,Spacious place. Great food and value for money. Staff are also super friendly👌🏼,2025-06-07 09:08:03,en,0.886,0.0,0.49,0.51,Positive
Deli Heaven,4.9,131.0,"21 Caroline St, Birmingham B3 1UE, UK",ChIJO7AKG-28cEgR-zAWLhsaZvg,"[""Monday: 7:30 AM – 3:00 PM"", ""Tuesday: 7:30 AM – 3:00 PM"", ""Wednesday: 7:30 AM – 3:00 PM"", ""Thursday: 7:30 AM – 3:00 PM"", ""Friday: 7:30 AM – 10:00 PM"", ""Saturday: 8:00 AM – 10:00 PM"", ""Sunday: Closed""]",Jon Round,5.0,"Great to see this popular venue evolve.

The guys work hard to deliver excellent food and with a genuine attention to detail.

Whenever I am in Birmingham I try to get to Heaven!",2024-10-11 13:55:15,en,0.9354,0.034,0.609,0.357,Positive
Deli Heaven,4.9,131.0,"21 Caroline St, Birmingham B3 1UE, UK",ChIJO7AKG-28cEgR-zAWLhsaZvg,"[""Monday: 7:30 AM – 3:00 PM"", ""Tuesday: 7:30 AM – 3:00 PM"", ""Wednesday: 7:30 AM – 3:00 PM"", ""Thursday: 7:30 AM – 3:00 PM"", ""Friday: 7:30 AM – 10:00 PM"", ""Saturday: 8:00 AM – 10:00 PM"", ""Sunday: Closed""]",Adam,5.0,"Great food , great atmosphere, reasonable prices.",2025-06-09 13:34:34,en,0.8481,0.0,0.328,0.672,Positive
Deli Heaven,4.9,131.0,"21 Caroline St, Birmingham B3 1UE, UK",ChIJO7AKG-28cEgR-zAWLhsaZvg,"[""Monday: 7:30 AM – 3:00 PM"", ""Tuesday: 7:30 AM – 3:00 PM"", ""Wednesday: 7:30 AM – 3:00 PM"", ""Thursday: 7:30 AM – 3:00 PM"", ""Friday: 7:30 AM – 10:00 PM"", ""Saturday: 8:00 AM – 10:00 PM"", ""Sunday: Closed""]",N Campbell,5.0,"A little gem. Stayed nearby recently and visited Deli Heaven for breakfast. Friendly welcome, great menu choices and the food was exceptional. No greasy spoon here! Highly recommend if you’re in the area.",2025-04-14 20:13:21,en,0.938,0.049,0.579,0.372,Positive
The Red Lion,4.4,992.0,"95 Warstone Ln, Birmingham B18 6NG, UK",ChIJOdnhYO68cEgRKUQQ_9YHhzE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: Open 24 hours"", ""Saturday: 12:00 – 11:30 PM"", ""Sunday: 12:00 PM – 12:00 AM""]",Cherrisse,4.0,"Had a quick lunch and it was quite nice actually. The other mains were not available but still you cannot go wrong with fish and chips! 😛
We enjoyed the food and the service was great! Recommended! 💯",2025-07-11 00:50:45,en,0.9615,0.0,0.618,0.382,Positive
The Red Lion,4.4,992.0,"95 Warstone Ln, Birmingham B18 6NG, UK",ChIJOdnhYO68cEgRKUQQ_9YHhzE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: Open 24 hours"", ""Saturday: 12:00 – 11:30 PM"", ""Sunday: 12:00 PM – 12:00 AM""]",chieh ni,3.0,"Their Sunday roast food is top tier 👌 only downside is that the price is just rocket up too high! It used to be our Sunday choice place to go, but we now think it's time to change since last time. Our bill for two was almost £70 with a juice and half pint.",2025-05-05 10:38:45,en,-0.1007,0.034,0.94,0.026,Negative
The Red Lion,4.4,992.0,"95 Warstone Ln, Birmingham B18 6NG, UK",ChIJOdnhYO68cEgRKUQQ_9YHhzE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: Open 24 hours"", ""Saturday: 12:00 – 11:30 PM"", ""Sunday: 12:00 PM – 12:00 AM""]",Phil Simons,5.0,Great meal…. Not the cheapest but definitely amazing quality. The old adage of get what you pay for 😍 lovely staff and the owner gave us a mini tour and made us all very welcome. Had the Sunday roast (takeaway containers available as they offer a healthy and tasty portion) will definitely be returning !,2024-06-09 18:19:41,en,0.983,0.022,0.59,0.388,Positive
The Red Lion,4.4,992.0,"95 Warstone Ln, Birmingham B18 6NG, UK",ChIJOdnhYO68cEgRKUQQ_9YHhzE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: Open 24 hours"", ""Saturday: 12:00 – 11:30 PM"", ""Sunday: 12:00 PM – 12:00 AM""]",Lizzy Anne,5.0,"Fab Sunday roast, my dad loves coming with us here for a drink and a meal. We booked ahead and had roughly an hour slot for the table, with the option to finish drinks downstairs which worked well for us. Food was brilliant, great mix of seasonal veg, all the meat (between us we had the lamb, beef and pork) was beautifully cooked and importantly, the Yorkshire puds were fab.",2024-12-01 15:06:33,en,0.9769,0.0,0.7,0.3,Positive
The Red Lion,4.4,992.0,"95 Warstone Ln, Birmingham B18 6NG, UK",ChIJOdnhYO68cEgRKUQQ_9YHhzE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: Open 24 hours"", ""Saturday: 12:00 – 11:30 PM"", ""Sunday: 12:00 PM – 12:00 AM""]",Josh Krek,5.0,"Thank you Reagan for an excellent Sunday roast. We had a wonderful time talking to you during supper. And, letting me pull my own beer was an exceptional experience.",2025-06-06 17:12:53,en,0.872,0.0,0.716,0.284,Positive
Birmingham Blue Nile Restaurant,4.7,658.0,"28 Great Hampton St, Birmingham B18 6AA, UK",ChIJ-c4vYuu8cEgRDeqE6ZjOH4o,"[""Monday: 2:00 – 11:00 PM"", ""Tuesday: 1:30 – 11:00 PM"", ""Wednesday: 1:30 – 11:00 PM"", ""Thursday: 1:30 – 11:00 PM"", ""Friday: 1:30 – 11:00 PM"", ""Saturday: 1:30 – 11:00 PM"", ""Sunday: 1:30 – 11:00 PM""]",Jeremy Stone,5.0,Lovely food and very warm service. Felt like I was stepping out of Birmingham straight into Ethiopian culture. Really interesting to learn about Ethiopian food and we all (including our 12 and 13 year old children) thoroughly enjoyed the food. The coffee which was roasted on site was amazing !,2025-05-31 23:52:29,en,0.9641,0.0,0.661,0.339,Positive
Birmingham Blue Nile Restaurant,4.7,658.0,"28 Great Hampton St, Birmingham B18 6AA, UK",ChIJ-c4vYuu8cEgRDeqE6ZjOH4o,"[""Monday: 2:00 – 11:00 PM"", ""Tuesday: 1:30 – 11:00 PM"", ""Wednesday: 1:30 – 11:00 PM"", ""Thursday: 1:30 – 11:00 PM"", ""Friday: 1:30 – 11:00 PM"", ""Saturday: 1:30 – 11:00 PM"", ""Sunday: 1:30 – 11:00 PM""]",Leena Makkawi,5.0,"We loved the place very much! Friendly people, lovely environment and nice service. It was a great experience :) recommend everyone visits this restaurant with lovely decor and a very unique atmosphere",2025-06-08 18:33:38,en,0.9812,0.0,0.443,0.557,Positive
Birmingham Blue Nile Restaurant,4.7,658.0,"28 Great Hampton St, Birmingham B18 6AA, UK",ChIJ-c4vYuu8cEgRDeqE6ZjOH4o,"[""Monday: 2:00 – 11:00 PM"", ""Tuesday: 1:30 – 11:00 PM"", ""Wednesday: 1:30 – 11:00 PM"", ""Thursday: 1:30 – 11:00 PM"", ""Friday: 1:30 – 11:00 PM"", ""Saturday: 1:30 – 11:00 PM"", ""Sunday: 1:30 – 11:00 PM""]",Yasmín English Teacher,5.0,"It was our first time to have Ethiopian food: it was full of rich flavours. We ordered the Blue Nile Specialty, so we could try different dishes: it was delicious. Also, the people at the restaurant were very welcoming and friendly.",2025-07-07 20:51:52,en,0.932,0.0,0.726,0.274,Positive
Birmingham Blue Nile Restaurant,4.7,658.0,"28 Great Hampton St, Birmingham B18 6AA, UK",ChIJ-c4vYuu8cEgRDeqE6ZjOH4o,"[""Monday: 2:00 – 11:00 PM"", ""Tuesday: 1:30 – 11:00 PM"", ""Wednesday: 1:30 – 11:00 PM"", ""Thursday: 1:30 – 11:00 PM"", ""Friday: 1:30 – 11:00 PM"", ""Saturday: 1:30 – 11:00 PM"", ""Sunday: 1:30 – 11:00 PM""]",David Reis,5.0,"This is my favourite Ethiopian restaurant outside of Ethiopia. We have been going annually for three years now and Kassim always makes us feel so welcome. All the wot is delicious, the tej is great and it's all really good value. Go for the Blue Nile special because there isn't a bad dish on it!",2025-01-07 22:37:41,en,0.9732,0.0,0.668,0.332,Positive
Birmingham Blue Nile Restaurant,4.7,658.0,"28 Great Hampton St, Birmingham B18 6AA, UK",ChIJ-c4vYuu8cEgRDeqE6ZjOH4o,"[""Monday: 2:00 – 11:00 PM"", ""Tuesday: 1:30 – 11:00 PM"", ""Wednesday: 1:30 – 11:00 PM"", ""Thursday: 1:30 – 11:00 PM"", ""Friday: 1:30 – 11:00 PM"", ""Saturday: 1:30 – 11:00 PM"", ""Sunday: 1:30 – 11:00 PM""]",Jeff L,5.0,"Myself a Malaysian Chinese experienced a marvellous dining moment arranged by one of my Ethiopian friends. Travelled from Hatfield to Blue Nile, made our trip with a great end.

The platter was truly finger licking good yummy, full of different flavours mixing one another really a pleasure mouth satisfaction. Undoubtedly, the food was tip top so the services and atmosphere!!! After the platter was served, four of us finished the meal like in 15 mins, the ingredients and the meats were so so fresh and tenderness of the meat left me indulging.

We ate most of the meal with hand for traditional cultures. Not only that, I ordered myself a deep fried whole tilapia fish. The crispiness was amazing, I literally finished the fish left just a bone as everything was edible including the fish head as well.",2024-08-27 13:41:15,en,0.9919,0.0,0.724,0.276,Positive
The Church Pub & Dining Room,4.4,757.0,"22 Great Hampton St, Birmingham B18 6AQ, UK",ChIJrSJGn-y8cEgRkvI-Kh4HaYE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 12:00 PM – 1:00 AM"", ""Sunday: 12:00 – 10:00 PM""]",Mark Nicholson,5.0,"So good to find an Everards Brewery pub in town with well kept, reasonably priced cask ale.  There looks to be some fantastic, left-field bar snacks available if you’re here primarily to drink.  Friendly, informative and efficient bar staff on hand surely have contributed to this pub being to the 2025 Good Beer Guide.",2025-04-16 14:08:58,en,0.9716,0.0,0.658,0.342,Positive
The Church Pub & Dining Room,4.4,757.0,"22 Great Hampton St, Birmingham B18 6AQ, UK",ChIJrSJGn-y8cEgRkvI-Kh4HaYE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 12:00 PM – 1:00 AM"", ""Sunday: 12:00 – 10:00 PM""]",Dean Ryan,5.0,Fantastic roast on the sun trap roof terrace. Cocktails 241 on Sundays and they're really good too. Great service as always and really reasonably priced for the quality.,2025-05-18 17:24:32,en,0.8707,0.061,0.641,0.298,Positive
The Church Pub & Dining Room,4.4,757.0,"22 Great Hampton St, Birmingham B18 6AQ, UK",ChIJrSJGn-y8cEgRkvI-Kh4HaYE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 12:00 PM – 1:00 AM"", ""Sunday: 12:00 – 10:00 PM""]",Dal,5.0,"Popped in for a couple of pints, there was a nice selection of beers and a very impressive selection of soft drinks on draught. Barman was sound, friendly service. Can't comment on the food as I didn't eat here.

Was told of the happy hour with 2 for 1 on cocktails but as I was with my kid, I declined it this time! Sat on the rooftop terrace which was a lovely setting to have a drink in.

This was the first pub I ever had a drink in, back in 1997. It's definitely changed a lot for the better since then, a reflection of how the surrounding area has also become something different to back then.",2024-08-27 07:45:09,en,0.9663,0.0,0.817,0.183,Positive
The Church Pub & Dining Room,4.4,757.0,"22 Great Hampton St, Birmingham B18 6AQ, UK",ChIJrSJGn-y8cEgRkvI-Kh4HaYE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 12:00 PM – 1:00 AM"", ""Sunday: 12:00 – 10:00 PM""]",Andy Boulcott,5.0,"What a meal! Simply stunning food. The Church should be sold out every day such is the quality of the food here, I can't believe it wasn't busier. Everything we had was superb, but the beef Sunday roast was one of the best I've had in a restaurant in a long time. We were very greedy and shared three starters too, which were all delicious but probably a bit too much food in total for just the two of us. Nevermind, nothing went to waste!

My only criticism was the toasted sourdough was a bit crispy, and I'd have loved the scotch egg to have a runny yolk. But these are minor points in an otherwise perfect meal with faultless service from the great staff.",2023-10-10 14:57:43,en,0.9899,0.047,0.681,0.272,Positive
The Church Pub & Dining Room,4.4,757.0,"22 Great Hampton St, Birmingham B18 6AQ, UK",ChIJrSJGn-y8cEgRkvI-Kh4HaYE,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 PM – 12:00 AM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 12:00 PM – 1:00 AM"", ""Sunday: 12:00 – 10:00 PM""]",Esther Cheung,4.0,"The overall experience was satisfying enough. The scotch egg crumb could do with reviewing… first time up on the impressive terrace, looking forward to seeing how this experience can be improved in the future. The two of us agreed the harissa needed punching up quite a notch, otherwise inoffensively nice- but not quite the showstopper as it appears on the menu. I guess it would generally appeal to a wider audience. A bit of a wait, but enjoying passing the time at a leisurely rate. We had qr code issues, not the best time when hungry & thirsty.

The best gin martini had to date!! ⭐️",2025-04-13 14:35:51,en,0.4078,0.079,0.792,0.129,Positive
Asha's Indian Restaurant & Cocktail Bar,4.3,2287.0,"12-22 Newhall St, Birmingham B3 3AS, UK",ChIJgSy_FfS8cEgRudcu960IEiQ,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Friday: 12:00 – 2:30 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]",Deepak Tumarada,5.0,"Absolutely blew me away! As far as Indian fine dining goes, this place is a total winner.

The food was just incredible. Seriously, every dish was a hit, but the Gosht Yakhni Biryani was out of this world – so fragrant and the lamb was melt-in-your-mouth tender. The Prawn Shan E Nisha was packed with flavour, and the Lobster Panchphoran? Pure luxury and perfectly spiced.
Beyond the fantastic food, the whole dining experience was amazing. The atmosphere was spot-on, and the service was top-notch. And a massive shoutout to Shubham! That espresso martini he made me was hands down the best I've ever had.

If you're looking for an Indian meal that's a cut above the rest, Asha's is a must-visit. You won't be disappointed!",2025-07-04 00:24:30,en,0.983,0.028,0.764,0.208,Positive
Asha's Indian Restaurant & Cocktail Bar,4.3,2287.0,"12-22 Newhall St, Birmingham B3 3AS, UK",ChIJgSy_FfS8cEgRudcu960IEiQ,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Friday: 12:00 – 2:30 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]",Chris Smith,3.0,"The staff were amazing, very kind and welcoming. Very professional. Decor was very nice, unfortunately the food was not amazing. It was nice. Just disappointing for the price. I was expecting some amazing Indian cuisine experience. Unfortunately we were disappointed. It had been a very nice experience, however sadly we would not return.",2025-05-11 11:58:18,en,0.9367,0.178,0.477,0.345,Positive
Asha's Indian Restaurant & Cocktail Bar,4.3,2287.0,"12-22 Newhall St, Birmingham B3 3AS, UK",ChIJgSy_FfS8cEgRudcu960IEiQ,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Friday: 12:00 – 2:30 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]",Shailendra,4.0,"Nice place, atmosphere was good, service & staff was very cordial and good. Nice deco inside, well spaced.
It's a pricey one though.
Food was good, surprisingly despite eating non spicy Malai Paneer &  roti faced GERD, not sure why.
Qnty is good.
Do suggest to others to try their cuisines.",2025-07-01 23:05:56,en,0.9555,0.031,0.624,0.344,Positive
Asha's Indian Restaurant & Cocktail Bar,4.3,2287.0,"12-22 Newhall St, Birmingham B3 3AS, UK",ChIJgSy_FfS8cEgRudcu960IEiQ,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Friday: 12:00 – 2:30 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]",Dominic Sarracco,3.0,"The decor of the restaurant is undeniably impressive, with plenty of celebrity photos lining the walls that add to its charm. I visited with a friend, and we both agreed that the lady who served us was one of the most strikingly beautiful people we've ever seen.

The food was good, but not exceptional—certainly not enough to justify the price. For two curries, one naan, one rice, poppadoms and two drinks, the bill came to nearly £100. There are nearby places like Shababs that offer more flavour at half the price, which really puts things into perspective.

Service was mixed. The poppadoms arrived quickly, but the mains followed before we’d even finished them, making the experience feel rushed. We had to move everything around to make space, which disrupted the flow of the meal. After finishing, we had quite a bit of food left, but no one asked if we wanted to take it home—it was simply cleared away. We then had to wait quite a while to get the bill.

Overall, while it's better than many takeaways and the setting is lovely, I don't think I'll return. The decor is really the only standout feature compared to other Indian restaurants I've tried.",2025-04-20 08:48:48,en,0.9652,0.013,0.866,0.121,Positive
Asha's Indian Restaurant & Cocktail Bar,4.3,2287.0,"12-22 Newhall St, Birmingham B3 3AS, UK",ChIJgSy_FfS8cEgRudcu960IEiQ,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM"", ""Friday: 12:00 – 2:30 PM, 5:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 9:00 PM""]",Sarah Dos Santos,5.0,I would argue one of the best restaurants close to Birmingham new street station. Service is amazing and so is the atmosphere. Ordered the butter chicken with a side of rice and naan and another chicken dish (I cannot remember the name of it but if it looks good to you ask the server as this was 10/10 highly recommended!!).,2025-05-16 11:57:36,en,0.8287,0.026,0.829,0.145,Positive
Subway,3.4,170.0,"Unit 4, 40 A Frederick St, Birmingham B1 3HN, UK",ChIJnd97Y5K8cEgRoCbVXBuTQSc,"[""Monday: 8:30 AM – 6:30 PM"", ""Tuesday: 8:30 AM – 6:30 PM"", ""Wednesday: 8:30 AM – 6:30 PM"", ""Thursday: 8:30 AM – 6:30 PM"", ""Friday: 8:30 AM – 6:30 PM"", ""Saturday: 10:00 AM – 5:00 PM"", ""Sunday: 10:00 AM – 4:00 PM""]",Bethany Lau,1.0,"I had an extremely horrible experience at this subway even thought i am a loyal fan of the company. The female Indian cashier with a black bun behind the counter has made previously rude comments to my 2 friends who frequent the business regularly, we have brushed it off thinking it was an off day for her. We all work hospitality ourselves so this is nothing new.

However, we came in again the other day and she was serving us with the exact same rude and demeaning attitude, she called my friend ugly to her face and criticized my other friends subway order!!! While she was making it!!! In hindsight i was too nice, i genuinely have no idea what compels a worker to do something of this magnitude, whether she is targeting us specifically, or if she acts this way to other customers too, and i am writing this review to alert the store management.",2025-02-25 20:07:08,en,0.4897,0.103,0.776,0.121,Positive
Subway,3.4,170.0,"Unit 4, 40 A Frederick St, Birmingham B1 3HN, UK",ChIJnd97Y5K8cEgRoCbVXBuTQSc,"[""Monday: 8:30 AM – 6:30 PM"", ""Tuesday: 8:30 AM – 6:30 PM"", ""Wednesday: 8:30 AM – 6:30 PM"", ""Thursday: 8:30 AM – 6:30 PM"", ""Friday: 8:30 AM – 6:30 PM"", ""Saturday: 10:00 AM – 5:00 PM"", ""Sunday: 10:00 AM – 4:00 PM""]",Hikariヒカリ,1.0,"Located in Jewellery Quarter, reasonably the prices are little bit higher than other Subways nearby. A small one, not many seats to dine in. The food quality is fine.

I hardly give 1 star, but this is unacceptable for me. The Subcard machine is irregularly broken here, with different issues every time. Even when it is working, the staff will always refuse to redeem any items with my points.

As a regular Subway customer, I really despise their behaviour and attitude. They should get this issue fixed as soon as possible if they care about it, otherwise you know what they are actually thinking and all I can do is staying away.",2025-07-08 07:24:37,en,-0.8686,0.121,0.832,0.047,Negative
