place_id,restaurant_name,address,avg_rating,avg_sentiment_compound,total_reviews,positive_review_count,negative_review_count,neutral_review_count,opening_hours,all_review_texts,positive_ratio,negative_ratio,food_type_tags,priority_tags
ChIJ_xxNQuW8cEgROtbMnN7CzzE,Tesco Cafe,"Camden St, Hockley, Birmingham B18 7BH, UK",4.0,0.59538,5,4,0,1,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]","Had multiple visits.
Breakfast was very nice and good taste. Worth Money.
May have little wait time on peak hours. Many choices and gokd food. Received 4 chips, 2 sausages and 1 garlic bread for £4.20. Looks like someone ate half of it. Never again Friendly staff and great coffee, food is great too At the Monkspath Tescos superstore. In the cafe the service is incredible! Especially our waitress Stella really looked after us and ensured all of our needs were met! Great food cooked lovely and very friendly staff",0.8,0.0,"[""Cafe"", ""Fast Food"", ""Breakfast""]","[""Service"", ""Food Quality"", ""Waiting Time"", ""Drinks""]"
ChIJ_zM_pPa8cEgRHhLtwzEzid8,wagamama birmingham brindley place,"113-115, unit 15f The Waters Edge, Birmingham B1 2HL, UK",4.3,0.44482,5,4,1,0,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]","Main meals teriyaki steak soba was quite enjoyable with good flavour. Staff were inattentive. Would rather stay at the bar talking to each other than took a while to come over to take our order. The banana katsu desert was lacking flavour and was dry. Always a tasty meal at Wagamamas and this was no exception! The servers were all super friendly and the good came super fast. We will definitely be back. No wait to be seated at Saturday lunchtime which was fantastic. Customer service DOES NOT EXIST with Brindley Place Wagamamas.

We waited 25 minutes to be sat down and whilst waiting nobody spoke to us. We were a reserved table of 6 and the waitress ROSIE clearly didn’t care about her job, she was rude and senseless to us.

When we were FINALLY sat down we were placed at a table for 4!!!! Whilst there was an empty table for 6 with nobody sat at it. ROSIE then proceeded to place a couple and a table for four at said table for 6.

This really upset us as ROSIE didn’t even apologise to us and when we asked for another table she simply walked off.

When we spoke to LAUREN the manager we were then told that the couple that were sat AFTER us at said table for 6 were regulars and neither LAUREN or ROSIE apologised to us.

In fact ROSIE persisted to seat other people at 6 seater tables purely out of pettiness until we decided to move ourselves to one.

Nobody came and asked us how our food was and apart from AMRIT who seemed much more with it and helpful, we were treated with cold responses.

I personally don’t see how one cannot count to 6. However, be that as it may, the service that we were given was the worst customer service I have EVER received.

Just basic lack of common sense and people skills. It’s frustrating when we’d made every possible effort to have a nice and enjoyable evening and we’re treated rudely when I’d never treat someone with the same disrespect we were treated with. Came here for a lunchtime catchup with some friends from work. Bearing in mind it was Easter hols at 12pm, the venue was reasonably populated, but not full by any means. Despite there being quite a few staff milling about, there didn't seem to be anyone manning the front of house area (there is one here, otherwise we would have just sat down somewhere). We were seated after a brief delay. And then came the slightly longer delay of getting served. Which we did eventually - and from that point onwards - all was good. The menu piqued interest and the young lady serving us was attentive, friendly and helpful. Even showed us how to pay using the QR code on the table, which was a great idea. I opted for a chicken ramen with a side order of red chillies. My friends had a variety of battered shrimp and what I can only describe as ""dumplings"" and bao buns. The food was on point. An amazing culinary experience. Highly recommended. Service was great and most of the food was up to scratch however my salmon was sadly overcooked and dry!",0.8,0.2,"[""Chinese"", ""Japanese"", ""Burger"", ""Bar/Pub"", ""Seafood""]","[""Service"", ""Food Quality"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Communication/Responsiveness"", ""Ventilation/AC""]"
ChIJa8tRR7y9cEgR-AmpS2xKny0,Buonissimo Restaurant Birmingham,"1 Albany Rd, Harborne, Birmingham B17 9JX, UK",4.6,0.9306000000000001,5,5,0,0,"[""Monday: 5:00 – 10:00 PM"", ""Tuesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM"", ""Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM"", ""Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM"", ""Friday: 12:00 – 10:00 PM"", ""Saturday: 12:00 – 10:00 PM"", ""Sunday: Closed""]","I was a little apprehensive going here due to the negative reviews but I was pleasantly surprised. The quality of service was amazing, our waiter was lovely, all staff were friendly. The food was absolutely delicious, we had the garlic bruschetta for starters, the risotto for mains and tiramisu for dessert. I would definitely recommend and I want to go again too. The atmosphere was great, lots of people, by 6.30 the place was packed (considering they open at 6). I don't think all the forks and knives on the table are clean after ""seeing"" how the waitress handled our unused forks and knives.  She's smart and did it with her back facing our table.  I don't think the manager didn't know about it.
The manager and waitress were friendly.  But the food didn't taste fresh.  Not tasty I would say.  I wonder why there are so many good reviews...
Lunch in July 2024 We recently had the pleasure of dining at Buonissimo in Harbourne, and it was an exceptional experience from start to finish. The food was absolutely delightful, with each dish bursting with flavor and cooked to perfection. The menu offers a fantastic selection, ensuring there’s something for everyone. We highly recommend trying the pork belly and the tiramissu , both of which were standout items.

The wine selection is impressive, featuring a variety of options that perfectly complement the meals. Whether you’re a wine connoisseur or just enjoy a good glass with dinner, you’ll find something to love here.

The service was top-notch, with attentive and friendly staff who made us feel welcome and well-cared for throughout our meal. The atmosphere was equally excellent, with a open and vibrant ambiance that made for a great dining experience.

One of the best parts about Buonissimo is the value for money. Despite the high quality of the food and service, the prices are very reasonable, making it a great choice for both special occasions and casual dining.

Additionally, there’s plenty of local paid parking available, which makes it convenient for those driving to the restaurant.

Overall, Buonissimo is a gem that we highly recommend. Whether you’re looking for a place to celebrate a special occasion or just want a great meal, this restaurant won’t disappoint. We did book earlier sitting, it was not busy but I did feel a bit rushed, no sooner we finished first course the next was on the table,with out asking if we was ready, food was lovely and friendly staff I am not sure how to do this but here it is, my 3rd week at QE hospital, lots of investigations tests etc… a very special day today, International women’s day, I felt that I want something special to eat.
Checking Google maps for restaurants nearby I came across with this Italian restaurant Buonissimo. Pretty from the pictures, attractive menu just I wasn’t sure if they do take away so I called. Pretty little voice answered, that was Irma. I explained what I want and she only had to check with chef if food collection was ok.
Chef Mark comes on the phone and he finds out that I am in hospital and family will come to collect food etc. Next thing he starts recommending what he believes it’s suitable for me, about the food texture and storage everything that I needed but I didn’t know nothing about it.
Cut the story short, my family picked up the food and delivered to me with a lovely note from Irma and chef Mark, a wonderful bunch of flowers and of course a delightful Tiramisu from them ❤️.
I have no words to describe the feelings and the emotions I felt. The food I had was Pate D’anatra as starters and Rigatoni alla Buonissimo, sorry I have no pictures of the food but I have photos of the most touching gesture I have ever had in my life !!!
Thank you so much for the good wishes🙏🏼
Food was amazing, delightful taste, I believe the bread is baked in the house. Outstanding Customers service, very friendly team.
I made a promise to meat them in person once I am better and I will, until then whoever has a chance to pop in this restaurant please do so and meet this great chef Mark and gorgeous Irma with their team ⭐️⭐️⭐️⭐️⭐️",1.0,0.0,"[""Italian"", ""Burger"", ""Bar/Pub"", ""Mediterranean"", ""Dessert"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Ventilation/AC""]"
ChIJa9_T64a8cEgR-119-yrBm6g,Chicken.Com,"89-90 Meriden St, Birmingham B5 5LR, UK",3.5,0.13972,5,3,2,0,"[""Monday: 12:00 PM – 12:30 AM"", ""Tuesday: 12:00 PM – 12:30 AM"", ""Wednesday: 12:00 PM – 12:30 AM"", ""Thursday: 1:00 PM – 12:30 AM"", ""Friday: 12:00 PM – 12:30 AM"", ""Saturday: 12:00 PM – 2:00 AM"", ""Sunday: 12:00 PM – 2:00 AM""]","It had a great range of vegitarian food and there was no wait. It also has loads of seating. And the prices are great with nice portion sizes i have ordered from here before in the past and have really enjoyed the food, on this occasion the food is inedible! my chips come brown and rock hard like they had been sat under the heat lamp and then microwaved as they were sent out, on top of that, i had payed by card and they forgot half of the order, so me and my Girl Friend ended up having to share a meal and a half. when i rang up and told him everything that is wrong with my food, he told me ""when you next order, put in the comments section what you was missing, and we will add them to that order"", as a food company every meal that leaves your shop should be immaculate! and at this time they was more bothered about finishing work then getting the food correct. really bad service and to be honest i don't want to eat from here again! Ordered a chicken bucket and the fries were missing. Have also been to the toilet 10 times in the past 48 hours, probably food poisoning. Wouldn't recommend to anyone for the sake of their health Super lovely people, good sized portion food and tasty chicken! I opened the box and was Ah brudda was this, man was missing hella chicken that left me shocked, i was so disappointed i started beating my wife because my hunger got to a extreme point i could not hack it, i phoned my brother asked him for the lemonade.",0.6,0.4,"[""Japanese"", ""Burger"", ""Fast Food"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Experience"", ""Portion Size""]"
ChIJaRbmqo68cEgRX4sF08FjFa0,The Trocadero,"Temple St, Birmingham B2 5BG, UK",4.3,0.7489399999999999,5,4,1,0,"[""Monday: 10:00 AM – 11:00 PM"", ""Tuesday: 10:00 AM – 11:00 PM"", ""Wednesday: 10:00 AM – 11:00 PM"", ""Thursday: 10:00 AM – 11:00 PM"", ""Friday: 10:00 AM – 12:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 10:00 PM""]","Popped in early on a weekday before lunch plans elsewhere, it was fairly quiet at that time. I was only here for a drink so can't comment on the food. The interior has been done up nicely, and the beer selection is better than an average pub, I went for the Beavertown Neck Oil.

I don't know how to explain this, but the vibe seemed a little off, and slightly kind of uncomfortable and maybe unwelcoming? I'm not able to articulate properly in words what I mean, but it was enough to make me move on elsewhere after one drink. I have since looked through other reviews on here that seem to corroborate my view. A special shout-out to Sophie, Lucy, and Helen, who were nothing short of exceptional. Their warm, friendly service and genuine attentiveness made our visit really memorable.

What impressed us even more was how accommodating they were. We’d asked if we could watch the F1, and without hesitation, they made it happen for us — such a thoughtful touch that really went above and beyond. Was looking for a place for lunch on my first day in Birmingham. Stumbled into the Trocadero.  Staff was super friendly and prices were decent. They have happy hour from 5 to 8 M-F.  Ordered a cheese and bacon burger and it was a real patty.

Over the next few days I made it my routine stop of drinks. The staff here are fantastic and as a traveler made me feel very welcome. If you're lucky enough to get Lucy, Santino, or Paulina, you're in good hands.

Location is great too, in the heart of the city centre, close to New Street Station.  Definitely worth popping in for a pint if you're in Birmingham. I had such a fantastic experience at Trocadero — this place truly knows how to make you feel welcome! From the moment we walked in, the hospitality was outstanding. A special shout-out to Sophie, Lucy, and Helen, who were nothing short of exceptional. Their warm, friendly service and genuine attentiveness made our visit really memorable.

What impressed us even more was how accommodating they were. We’d asked if we could watch the F1, and without hesitation, they made it happen for us — such a thoughtful touch that really went above and beyond.

And the food? Absolutely delicious. Everything was freshly made, full of flavor, and clearly prepared with love and care. It’s rare to find a spot that delivers on both atmosphere and quality like this. Highly recommend Trocadero — we’ll definitely be coming back! Had a good and much-needed hangover lunch after Birmingham Pride. Great burger and a nice, cold pint. Made even better by Helen, who was chatty and friendly, and want just going through the motions. Awesome pub with great staff.",0.8,0.2,"[""Burger"", ""Bar/Pub"", ""Mediterranean""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Drinks"", ""Experience"", ""Seating/Comfort"", ""Ventilation/AC""]"
ChIJaWOFBTW8cEgRsRYuvcf2LyM,Subway,"University of Birmingham, Guild of Students, Edgbaston Park Rd, Birmingham B15 2TU, UK",3.8,0.40574000000000005,5,4,1,0,"[""Monday: 7:30 AM – 5:00 PM"", ""Tuesday: 7:30 AM – 5:00 PM"", ""Wednesday: 7:30 AM – 5:00 PM"", ""Thursday: 7:30 AM – 5:00 PM"", ""Friday: 7:30 AM – 5:00 PM"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]","Went to subway at 16:20 said he can’t serve me there was 10 minutes left to close and he was serving other customers very poor service. Straight away worker (Aniket) said I cannot serve you.

Service needs to be improved. ordered click and collect. was so messy couldn’t even call it a sandwich. bread was thin and not like the usual subway baguette i get. when you open it
it literally fell entirely apart. i’ve ate here before and have had better experience. I am not sure why the staff at this specific store are always so impatient, I never go during lunch hour, I was the only one there and they act like there are hundred people waiting in line.

They never have the patience to place the food on the bread normally but always tossing them on there ( much less amount than other stores) yet have the time to pick the smallest slice of tomato ( as big as your thumb nail), I saw the female staff picked a normal sized tomato slice first then dropped it and picked the smallest one. It’s like the ingredients comes out of their wallet.

I could live with that until in my sandwich there I bit into sth really hard, and there were two, felt like small pieces of rocks, and that never ever happened to any Subway stores I ve been to. This is one of my two favourite Subway branches from all of the West Midlands and even London.
The restaurant is hidden away just off the University Guild so gets missed to the main eateries on site. What a pity. This a gem. And the staff are sofriendly its a great shame if you miss out.
I always chat away for a good 20 minutes whenever I visit as the staff are pretty laid back sa they are students or of that age group.
Very generous too on drinks and fillings.
Just look to the cycle shelter to the West side of the Guild to see the signage. The food was OK but service was rushed and there was only me and my friend in there.
Just like they wanted to go sit down and we were stopping them doing that..",0.8,0.2,"[""Cafe"", ""Bar/Pub"", ""Fast Food""]","[""Service"", ""Food Quality"", ""Location"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Portion Size""]"
ChIJaWaWBgC9cEgRoCDlpPN4h3A,Bamboo Garden 翠竹轩,"3 Oak Tree Ln, Selly Oak, Birmingham B29 6JE, UK",4.5,0.8509800000000001,5,5,0,0,"[""Monday: 4:00 – 10:00 PM"", ""Tuesday: 4:00 – 10:00 PM"", ""Wednesday: Closed"", ""Thursday: 4:00 – 10:00 PM"", ""Friday: 4:00 – 10:00 PM"", ""Saturday: 4:00 – 10:00 PM"", ""Sunday: 4:00 – 10:00 PM""]","Ordered over the phone for pick-up, the person taking the order was so kind and helpful - I was asking for my noodles to be done a specific way but there was a bit of misunderstanding over the phone, when I went to pick up, he asked me to explain once more and understood and said next time he'll do it! I ordered the crispy wontons, beef chow mein, sweet and sour chicken balls, and rice. Really good food, reminded me of home :) We had lovely dinner at bamboo garden today , wonton soup is amazing , fresh veggies and the Thai curry soup is just perfect Definitely come again. This newly opened restaurant is an absolute gem, offering a warm, inviting atmosphere with charming decor and exceptional service. The food is a standout — from the perfectly crispy deep-fried squid to the rich, flavorful claypot pork, every dish is crafted with care and packed with authentic taste. The stir-fried vegetables were fresh and well-seasoned, providing a great balance to the meal. The cozy private dining area adds a touch of elegance, making it ideal for both casual meals and special gatherings. Highly recommended for anyone looking for a memorable dining experience! We got the set meal deal for 2 people for £27. The worker was kind enough to even swap the beef dish to 2 sweet and sour dishes instead. So they do accommodate if you want to adjust something in the meal deal. All the food was cooked so well and really hot. We even got the chips with garlic, salt and chilli which was so good! I love the onions in it and the flavour on the chips. They even gave extra sweet and sour sauce which you can use on the chips. Overall, really great food and great service. They’re very friendly and talkative! Love that they opened up!! Authentic Hong Kong-style flavors, a clean and tidy dining environment, and a private room on the second floor.",1.0,0.0,"[""Chinese"", ""Indian"", ""Fast Food"", ""Vegetarian/Vegan"", ""Dessert"", ""Vietnamese""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Cleanliness"", ""Drinks"", ""Experience"", ""Seating/Comfort"", ""Ventilation/AC""]"
ChIJaWkEdwC9cEgRTw8Cdd5GY4g,Jens Cafe,"155 Great Charles Street Queensway, Birmingham B3 3LP, UK",1.0,0.0,1,0,0,1,N/A,Don't believe the menu. I asked for a paninni and got a baguette and was then told she'd never  had paninni's she only ever sliced a  bagette and pressed it down [#%%#&it],0.0,0.0,"[""General Cuisine""]","[""Food Quality""]"
ChIJaX7WHvS8cEgR3H1jiGja3Wg,Pizza Express,"The Waters Edge, Eleven Brindley Place, Broad St, Birmingham B1 2HL, UK",4.2,0.88956,5,5,0,0,N/A,"Good service and piping hot food that is tasty. Family of 5, last minute decision to visit as we were walking past. Seated straight away. Order taken in good time and person serving made amazing Vegan recommendation. Excellent vegan options available. Worth a visit if you fancy a but of upmarket pizza! To be honest. I wouldn't normally go out for pizza especially pizza express. but it was an occasion. And we had some vouchers. This pizza express has completely changed my mind. Probably the best pizza I have had in a long time. We were very well looked after. The staff very friendly. Superb food. Absolutely loved it. Thank u. Went to visit Pizza Express for lunch a few weeks ago.
The restaurant is bright and cheerful with comfortable seating.

We enjoyed our food which was a pizza and cannelloni pasta. It came quickly and it was pleasantly served.

Good value of money. Nice place.
Stopped by when rolling around and sat outside.
Ordered a beer and food which hit the spot!
A visiting family from france seen i was a skater taking a break and their son was also on skates ( cool) and wanted to sit with the other skater so came on in and ordered.
Once done the father asked if i would skate with their son for a bit. Sure! so had a little roll round so they could take momento videos back with them. All in all a good pit stop. Location, food and a skate...Result Popped in before heading to the Utilita Arena, no reservation but got a seat right away.

Service was really friendly and the choices of food and drink were incredible, at a reasonable price (even more reasonable if download the app and join the Pizza Express Club!).

We shared a starter of Calamari which was delicious - breaded rather that battered. I had the king prawn laggara and my partner the standard king prawn pizza - both were delicious and we loved it! We were stuffed after so we shared some sorbet for dessert (a scoop of coconut and a scoop of watermelon). For drinks I had a garden gin and tonic, and my partner had a red wine. Both lovely.

Will definitely return again!",1.0,0.0,"[""Italian"", ""Bar/Pub"", ""Vegetarian/Vegan"", ""Dessert"", ""Spanish""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Location"", ""Drinks"", ""Experience"", ""Dietary Options"", ""Seating/Comfort"", ""Ventilation/AC""]"
ChIJadQ5Ocy9cEgRPsrvtqXwdiU,Amaa Dosaa,"580-582, 582 Bristol Rd, Selly Oak, Birmingham B29 6BE, UK",3.5,0.5823400000000001,5,4,1,0,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 11:00 PM""]","We took student deals. And I must say definitely worth the price. I loved the chicken curry meals. The spice levels are perfect for south Indians. It was perfect Tamilnadu style chicken gravy. Also kerala meals is a great vegetarian option, which has so many sides which makes it more worthy of the money we pay. I would definitely recommend this place. The person who servers and is in the counter is so sweet and amazing. Would visit again to try something else.

Edit: next i tried this parota and paneer butter masala, I regret my decisions. Paneer gravy was too sweet not good. Parota was average taste. Never buy that panner butter masala. The biryani was alright. However, the service was terrible. Ordered mutton biryani but received chicken. No pickles or poppadoms, and we waited forever for the raita. For three biriyani's, we split one small raita. We ordered lassi, but it's unclear whether he forgot or intentionally withheld it from us. Unable to even offer a glass of water. Average sitting space. I really wanted to try more, but after everything, I felt like I should leave that establishment right away. The food is really good here, a great menu with a wide selection of south Indian style dishes. The curries are rich and deep in flavour, the dosas are light and crisp and the devil dishes are not to be missed. Great value for some of my favourite curries in Birmingham. At amaa dosa, the extensive menu offers a plethora of options to choose from, making it a haven for dosa enthusiasts. The dosas, while priced reasonably, deliver on flavor, striking a balance between quality and cost. The restaurant boasts a pleasant atmosphere that enhances the dining experience. However, a notable drawback is the significantly slow service, which may test the patience of customers.

Despite the service lag, the overall taste falls somewhere between mediocre and exceptional, lacking brilliance but not disappointing. The culinary offerings are not exceptional, but they manage to meet expectations without being subpar. In summary, the dining experience at amaa dosa can be characterized as good, with the menu variety and reasonable dosa prices contributing positively. Improvement in service efficiency could elevate the overall experience, but the ambiance and satisfactory taste ensure a generally positive impression. 5-star for the food but overall service was poor and need some attention there. We have to wait for sometime just for someone to address and take our order but maybe cuz they start small and in future they will work on it. They bought the food a bit late but once we tasted, we forgot the delay and enjoyed every bit of it. It's really authentic and admire they kept the quality in that way.",0.8,0.2,"[""Indian"", ""Vegetarian/Vegan"", ""Dessert"", ""Indian Street Food""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Experience"", ""Portion Size""]"
ChIJayH_Po-8cEgRJYL6NgmE-_8,KFC Birmingham - Martineau Place,"Unit 23, 98 Bull St, Birmingham B4 7AA, UK",3.4,0.45382,5,4,1,0,"[""Monday: 10:00 AM – 11:00 PM"", ""Tuesday: 10:00 AM – 11:00 PM"", ""Wednesday: 10:00 AM – 11:00 PM"", ""Thursday: 10:00 AM – 11:00 PM"", ""Friday: 10:00 AM – 12:00 AM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]","I am writing to express my extreme dissatisfaction with the service I received at KFC today. My order number was 1070, placed around 5:16 PM. Before I could even order, I waited at the counter for five minutes. When I politely inquired if orders were taken there, a staff member responded with shocking rudeness. She snapped, 'Do you not know how to use a kiosk?' making me feel incredibly foolish.

I explained that the last time I used a kiosk, it didn't accept cash. Instead of assisting, she barked several things at me, refused to take my order, when i stuck up for myself. and warned, 'Don't get me mad!' I was appalled by her aggressive tone, especially since I had done nothing wrong. It felt as though she was taking out her frustrations on me, which is completely unacceptable. I've worked in fast food myself and never treated a customer with such disrespect.

Her behavior made me feel violated. Had I not really wanted KFC, I would have walked out immediately. When I asked her colleague for her name the orignal staff member intervened again, shouting, 'Ask me, innit? I'm here!' in a threatening manner. When I asked her name, she said it was 'Rebecca,' but something tells me that wasn't her real name, as she was the only one without a name tag. In the whole kfc branch.

This employee's inappropriate, almost gangster-like behavior is unacceptable for someone in a customer service role. She needs to be held accountable for her actions and, frankly, should be terminated. No customer should be subjected to such treatment. I like this KFC. Friendly service. Delicious ice cream. Tasty chicken. Worth coming here. Food nice lovely and hot freshly fried a bit of a wait as always busy buts it's the best one in Birmingham sitting indoors upstairs and downstairs screen orders and counter service available. Toilets 🚻 inside a disabled one so a key needed a ramp and disabled access available Taste completely unique from any other fried chicken. For people looking for halal fried chicken this is the best option as all chicken here is halal.
Staff are very friendly and helpful, as a wheelchair user they bring my order to dedicated table. I'm a regular here and Everytime I feel similar taste with the mini fillet, fries and the pepper favour of fries are to die for ..

Usually have a meal here and it's nice and sometimes the wings are dry and unable to make us eat more than 5 at once but other than that it's usually good compared to other KFC

Seating is a bit odd as most of times the basement kinda seating is closed and around 8pm they start closing most of seating area leaving 3-4 sets of tables around and it's a bit of shame to see this and walk away when we got friends with us so plan carefully ..",0.8,0.2,"[""Burger"", ""Cafe"", ""Bar/Pub"", ""Fast Food"", ""Dessert""]","[""Service"", ""Food Quality"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Dietary Options"", ""Ventilation/AC""]"
ChIJazZXZIm8cEgR-cAdRcXQ7Xg,Frizzenti,"MK4, 68A East Mews, Birmingham B2 4XJ, UK",4.0,0.57634,5,5,0,0,"[""Monday: 11:00 AM – 7:00 PM"", ""Tuesday: 11:00 AM – 7:00 PM"", ""Wednesday: 11:00 AM – 7:00 PM"", ""Thursday: 11:00 AM – 7:00 PM"", ""Friday: 10:00 AM – 9:00 PM"", ""Saturday: 10:00 AM – 9:00 PM"", ""Sunday: 10:00 AM – 7:00 PM""]","The cocktails are good. However there is a sign outside the establishment at Birmingham New Street which says 2 cocktails for £16. It does not say both cocktails have to be the same, so I was charged £19.90 for 2 cocktails. This is misleading and probably breaks the trades description act. Please change. I would also like a refund for the difference. It's a point of principle. i came to frizzenti on a tuesday , it was very quiet but that was perfect . there was 2 staff on the bar a boy and a girl both were super friendly and kind . i have visited this place before and a older male has served me and he did not seem interested in the job and came off as rude. but i wont let that 1 bad experience stop me from coming back. great cocktails , especially the pornstar! would highly recommend ☺️ Usually a very pleasant bar to visit, unfortunately the bar staff yesterday were plainly, not happy with there job.
The prosecco was flat,  just like the atmosphere! Really unhelpful and unkind bar staff today at Frizzenti in grand central station Birmingham. I would never visit again as the two bar persons working  there made it clear that they were not interested in their job.
Awful customer service and the prices they charge certainly do not reflect their service avoid as there are much nicer and friendlier establishments around. My friend and i went to get drink , first they said its available then said it not , we ordered another drink paying more , because we were told would recieve refund for the first one , havot recieved refund and when i tried to contact them not picking up !!!!!",1.0,0.0,"[""Bar/Pub""]","[""Service"", ""Atmosphere"", ""Value"", ""Location"", ""Drinks"", ""Experience""]"
ChIJb0mj0oq8cEgRM-eXwbBwiiQ,Bar Estilo,"110-114 Wharfside St, Birmingham B1 1RF, UK",4.4,0.94166,5,5,0,0,"[""Monday: 12:00 – 10:00 PM"", ""Tuesday: 12:00 – 10:00 PM"", ""Wednesday: 12:00 – 10:00 PM"", ""Thursday: 12:00 – 10:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]","Met up with a friend for lunch, we ordered from the lunch menu. Food was served hot and presented well. Did not take long for our food to arrive as we only ordered wraps.
Staff were friendly and polite.
Would visit again and would also recommend. I wasn’t sure what I wanted for dinner, but who can say no to a a fun evening of tapas with a place that open up onto the canal. The food was enjoyable, particular emphasis on the steak tostados, although maybe not the most amazing, the atmosphere made up for it. I had a nice relaxed evening and left with my stomach filled I’d say. Visited with my wife celebrating 30 years of marriage.
Great food cooked to perfection and served timely. Went for the set tapas flavours of Spain.
Nice ambience and clean restaurant.
Olivia our waitress was so nice, she went above and beyond to look after us, even providing us with some bubbles on the house as a congratulations on our anniversary.
Price is mid range but well worth it.
We will be returning, and hopefully will bring more friends with us. Love love love the food here! Something for everyone! Really great vegetarian and vegan selection but also plenty of meat options. I really recommend the aubergine fritters, chicken thighs, potatas bravas, halloumi platter, the paella, and the cauliflower
The staff are really friendly and go above and beyond. They also do great set platters if you want a recommended selection. We walked in late on a Sunday night with 17 people and were greeted by Georgie, who was very happy to see us.   Georgie was fabulous and took care of us, and made sure we had everything we needed.

The food, service, and drinks were great.  We all had a great time and enjoyed it. Georgie is a legend !!   🙌",1.0,0.0,"[""Cafe"", ""Bar/Pub"", ""Vegetarian/Vegan"", ""Ethiopian"", ""Spanish""]","[""Service"", ""Food Quality"", ""Atmosphere"", ""Value"", ""Cleanliness"", ""Waiting Time"", ""Drinks"", ""Experience"", ""Ventilation/AC""]"
