restaurant_name,rating,total_ratings,address,latitude,longitude,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language
Pizza Hut,4,1776,"R4, Lower Mall, Birmingham B2 4PA, UK",52.4774985,-1.8934776,ChIJ2T0f2Yi8cEgRTurceDYMfm0,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:30 AM – 9:00 PM""]",Jack B,5,"Me and my mum went in for lunch and we had a lovely experience. The staff (Tom, Lyndon & Lisa) were extremely friendly and helpful with us. The food came and was fresh and warm and we had no issues. The venue was clean and fresh. We always pick this one to the New Street Branch as the staff are more welcoming and food is much more fresher than that at New Street. Will always recommend this venue!",2025-06-12 20:52:50,en
Caffè Concerto Birmingham,4,624,"1st Floor, Grand Central Station, Stephenson Pl, Birmingham B2 4XJ, UK",52.4779663,-1.8987791,ChIJs7X3W4m8cEgRnDgH1-wDQ5I,"[""Monday: 9:00 AM – 6:00 PM"", ""Tuesday: 9:00 AM – 6:00 PM"", ""Wednesday: 9:00 AM – 6:00 PM"", ""Thursday: 9:00 AM – 6:00 PM"", ""Friday: 9:00 AM – 6:00 PM"", ""Saturday: 9:00 AM – 6:00 PM"", ""Sunday: 9:00 AM – 6:00 PM""]",Malcolm Pinnell,5,"Waiting an hour or so for a train, could see this place from the ground floor, thought it would be perfect to spend my hour! Escalators up but, there is a lift too just not so easy to see, as I had suitcases, that’s for me.
Lovely pleasant staff, found my seat next to the glass railing with a commanding view of the bull. Picked from a good menu, tasted great, plenty of it, well presented. Coffee was good too. And you aren’t stuck in a shop, the people watching is great! I didn’t know the bill performs on the hour!!
A very pleasant hour, thoroughly recommend.",2025-04-16 11:25:22,en
Caffè Concerto Birmingham,4,624,"1st Floor, Grand Central Station, Stephenson Pl, Birmingham B2 4XJ, UK",52.4779663,-1.8987791,ChIJs7X3W4m8cEgRnDgH1-wDQ5I,"[""Monday: 9:00 AM – 6:00 PM"", ""Tuesday: 9:00 AM – 6:00 PM"", ""Wednesday: 9:00 AM – 6:00 PM"", ""Thursday: 9:00 AM – 6:00 PM"", ""Friday: 9:00 AM – 6:00 PM"", ""Saturday: 9:00 AM – 6:00 PM"", ""Sunday: 9:00 AM – 6:00 PM""]",Amy White,5,"We had a wonderful Afternoon Tea at Café Concerto. The service was at a high standard, being well looked after by Giuseppe and the team who kept our tea topped up and their hospitality friendly and informative.

The food was flavoursome, the egg mayo sandwich a must-have! The spread was colourful and well presented, offering a wide variety of textures and fillings. The scones were soft, and the little patisseries were delightful. The tea selection is great, and you have unlimited refills.

Being inside Grand Central, it's easily accessible and has a relaxing atmosphere, natural light all around with comfortable seating. Would highly recommend for friends and couples alike!",2025-03-28 14:55:15,en
Caffè Concerto Birmingham,4,624,"1st Floor, Grand Central Station, Stephenson Pl, Birmingham B2 4XJ, UK",52.4779663,-1.8987791,ChIJs7X3W4m8cEgRnDgH1-wDQ5I,"[""Monday: 9:00 AM – 6:00 PM"", ""Tuesday: 9:00 AM – 6:00 PM"", ""Wednesday: 9:00 AM – 6:00 PM"", ""Thursday: 9:00 AM – 6:00 PM"", ""Friday: 9:00 AM – 6:00 PM"", ""Saturday: 9:00 AM – 6:00 PM"", ""Sunday: 9:00 AM – 6:00 PM""]",Kevin Obajt,4,"I stopped by Café Concerto while passing through New Street Station. The café itself was fine – decent coffee and a light bite, though I did find it a bit on the expensive side for what it was.

That said, the atmosphere was lively and the standout was definitely the moving bull statue nearby – such a cool surprise to see that in a train station! It added a really fun vibe to the visit.

Overall, not a bad place for a quick stop if you're in transit, but be prepared to pay a little extra for the convenience and surroundings.",2025-04-13 21:38:07,en
Caffè Concerto Birmingham,4,624,"1st Floor, Grand Central Station, Stephenson Pl, Birmingham B2 4XJ, UK",52.4779663,-1.8987791,ChIJs7X3W4m8cEgRnDgH1-wDQ5I,"[""Monday: 9:00 AM – 6:00 PM"", ""Tuesday: 9:00 AM – 6:00 PM"", ""Wednesday: 9:00 AM – 6:00 PM"", ""Thursday: 9:00 AM – 6:00 PM"", ""Friday: 9:00 AM – 6:00 PM"", ""Saturday: 9:00 AM – 6:00 PM"", ""Sunday: 9:00 AM – 6:00 PM""]",Aky Jes,5,"Fantastic service from Guiseppe today. 1st visit to this Cafe, we had a lovely experience, food and drink was very nice, tried the chocolate gluten free cake aswel 👌🏽",2025-08-01 11:44:25,en
Caffè Concerto Birmingham,4,624,"1st Floor, Grand Central Station, Stephenson Pl, Birmingham B2 4XJ, UK",52.4779663,-1.8987791,ChIJs7X3W4m8cEgRnDgH1-wDQ5I,"[""Monday: 9:00 AM – 6:00 PM"", ""Tuesday: 9:00 AM – 6:00 PM"", ""Wednesday: 9:00 AM – 6:00 PM"", ""Thursday: 9:00 AM – 6:00 PM"", ""Friday: 9:00 AM – 6:00 PM"", ""Saturday: 9:00 AM – 6:00 PM"", ""Sunday: 9:00 AM – 6:00 PM""]",Antonio Monfermoso,5,"Georgeta was amazing, she really was a credit to your company, having been in retail for over 30+ years it's so lovely to see somebody friendly and professional in her role",2025-06-05 13:07:31,en
YO! Birmingham Grand Central,4.2,812,"Unit MK9, Grand Central, Stephenson Pl, Birmingham B2 4BQ, UK",52.4782732,-1.8982206,ChIJ-UrS84u8cEgRGtLM1_ZlAn8,"[""Monday: 11:00 AM – 9:00 PM"", ""Tuesday: 11:00 AM – 9:00 PM"", ""Wednesday: 11:00 AM – 9:00 PM"", ""Thursday: 11:00 AM – 9:00 PM"", ""Friday: 11:00 AM – 9:00 PM"", ""Saturday: 11:00 AM – 9:00 PM"", ""Sunday: 11:00 AM – 6:00 PM""]",Sharon Birket,4,"Food was decent, not a great selection available but when we asked for something it was made quickly. The biggest down side was the service, the chef had to greet us because no-one else was available, after we were sat down no-one came to take our drinks order and when I went to ask I was surprised when the guy sat at the bar picked up a tablet and offered to take my order, he looked like a customer!
All in all it was ok but not sure I’d repeat the experience. Dessert was amazing though.",2025-07-26 23:39:42,en
YO! Birmingham Grand Central,4.2,812,"Unit MK9, Grand Central, Stephenson Pl, Birmingham B2 4BQ, UK",52.4782732,-1.8982206,ChIJ-UrS84u8cEgRGtLM1_ZlAn8,"[""Monday: 11:00 AM – 9:00 PM"", ""Tuesday: 11:00 AM – 9:00 PM"", ""Wednesday: 11:00 AM – 9:00 PM"", ""Thursday: 11:00 AM – 9:00 PM"", ""Friday: 11:00 AM – 9:00 PM"", ""Saturday: 11:00 AM – 9:00 PM"", ""Sunday: 11:00 AM – 6:00 PM""]",Syed Ahmad,3,"I went for the Bottomless Belt today, and it was my first time visiting. No complaints about the quality of the food, which was made to a high standard. However, a member of staff clearly told me that I could order select items like gyoza, katsu curry etc off the menu as part of the bottomless belt.

Unfortunately, when I came to order these items, another member of staff apologised and said the policy had changed, and I would only have the cold options on the belt. This left me disappointed, as I wouldn’t have the same experience I could’ve had months earlier. In addition the belt options were basically variations of the same thing. Salmon on rice (nigiri), salmon in rice (futomaki) or salmon on its own (sashimi). I saw Edamame once (I managed to nab it), and waited almost an hour for desserts to roll out.

When it came to settling my bill, I was almost overcharged by £10 on the service fee, something I was not made aware of beforehand either online or in person. When I politely contested the charge, it was edited before my eyes to £2.25. Even this amount was too much, as I only wished to pay £29.95. Considering the mistakes made, I did not believe a service charge was warranted.

All in all, this experience has dissuaded me from bringing my family here in the future, and I hope you can look into some of these issues as it may hinder return visits.",2025-07-25 01:03:27,en
YO! Birmingham Grand Central,4.2,812,"Unit MK9, Grand Central, Stephenson Pl, Birmingham B2 4BQ, UK",52.4782732,-1.8982206,ChIJ-UrS84u8cEgRGtLM1_ZlAn8,"[""Monday: 11:00 AM – 9:00 PM"", ""Tuesday: 11:00 AM – 9:00 PM"", ""Wednesday: 11:00 AM – 9:00 PM"", ""Thursday: 11:00 AM – 9:00 PM"", ""Friday: 11:00 AM – 9:00 PM"", ""Saturday: 11:00 AM – 9:00 PM"", ""Sunday: 11:00 AM – 6:00 PM""]",Sarah Williamsons,4,The food was great and the experience and people are amazing only thing I’d say is bring some water and service one in the session was slow for us but the food and making experience is beginner friendly and memorable,2025-07-09 20:19:21,en
YO! Birmingham Grand Central,4.2,812,"Unit MK9, Grand Central, Stephenson Pl, Birmingham B2 4BQ, UK",52.4782732,-1.8982206,ChIJ-UrS84u8cEgRGtLM1_ZlAn8,"[""Monday: 11:00 AM – 9:00 PM"", ""Tuesday: 11:00 AM – 9:00 PM"", ""Wednesday: 11:00 AM – 9:00 PM"", ""Thursday: 11:00 AM – 9:00 PM"", ""Friday: 11:00 AM – 9:00 PM"", ""Saturday: 11:00 AM – 9:00 PM"", ""Sunday: 11:00 AM – 6:00 PM""]",Phil Halson,5,"The staff here are friendly and their service is excellent. Food is good but portions are small, so you buy more then suddenly it's very expensive... But if you can do maths before you order, then you will probably enjoy it here.",2024-12-27 20:11:23,en
YO! Birmingham Grand Central,4.2,812,"Unit MK9, Grand Central, Stephenson Pl, Birmingham B2 4BQ, UK",52.4782732,-1.8982206,ChIJ-UrS84u8cEgRGtLM1_ZlAn8,"[""Monday: 11:00 AM – 9:00 PM"", ""Tuesday: 11:00 AM – 9:00 PM"", ""Wednesday: 11:00 AM – 9:00 PM"", ""Thursday: 11:00 AM – 9:00 PM"", ""Friday: 11:00 AM – 9:00 PM"", ""Saturday: 11:00 AM – 9:00 PM"", ""Sunday: 11:00 AM – 6:00 PM""]",Scott Bridges,4,"Overall the food is very good. It's always fresh and tasty but the portion sizes are small and quite expensive. It's very nice for a special occasion or a light lunch.

The restaurant is clean and tidy and the food is easy to order via the QR code.

It's well worth a visit if you like Japanese Food but be prepared to be hungry an hour after you eat

Also...There is a service charge added to your bill as standard. Although i believe in tipping when service is good i don't think it should be expected.",2023-08-08 18:46:41,en
Turtle Bay Birmingham,4.7,16701,"81-91 John Bright St, Birmingham B1 1BL, UK",52.4769657,-1.9014865,ChIJIWCQsYu8cEgRNI3cYp9-9n8,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:30 PM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]",L D,5,"Had a fantastic time at Turtle Bay! The food was absolutely delicious – packed with bold Caribbean flavors and cooked to perfection. The cocktails were just as impressive – vibrant, tasty, and strong enough to get the night started right. The atmosphere was lively and welcoming, with friendly staff who made the whole experience even better. Highly recommend for a fun night out with great food and drinks! Thanks to Shyan for looking after us :)",2025-08-09 18:58:49,en
Turtle Bay Birmingham,4.7,16701,"81-91 John Bright St, Birmingham B1 1BL, UK",52.4769657,-1.9014865,ChIJIWCQsYu8cEgRNI3cYp9-9n8,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:30 PM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]",Jayne Bonehill,5,"Food and cocktails were fabulous at the bottomless brunch . I had the chicken jerk roti with sweet potato fries which was delicious. Jai was our server and she was attentive, friendly and amazing. She needs a pay rise as she is so good. Xx will be back very soon.",2025-06-01 17:57:45,en
Turtle Bay Birmingham,4.7,16701,"81-91 John Bright St, Birmingham B1 1BL, UK",52.4769657,-1.9014865,ChIJIWCQsYu8cEgRNI3cYp9-9n8,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:30 PM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]",Stephanie Doyle,5,"Josh, Roman & Alex were the best hosts we could ask for. First time visiting and they made the visit special. Very efficient, caring and friendly. Cannot fault them. Will be back soon!",2025-07-07 14:44:27,en
Turtle Bay Birmingham,4.7,16701,"81-91 John Bright St, Birmingham B1 1BL, UK",52.4769657,-1.9014865,ChIJIWCQsYu8cEgRNI3cYp9-9n8,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:30 PM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]",Adele Robinson,5,Absolutely amazing! Had Gio as our waiter and he always made sure our drinks were full. So polite and friendly. Would 100% recommend the bottomless brunch.,2025-05-30 13:55:58,en
Turtle Bay Birmingham,4.7,16701,"81-91 John Bright St, Birmingham B1 1BL, UK",52.4769657,-1.9014865,ChIJIWCQsYu8cEgRNI3cYp9-9n8,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 11:00 PM"", ""Friday: 11:00 AM – 11:30 PM"", ""Saturday: 10:00 AM – 12:00 AM"", ""Sunday: 11:00 AM – 10:00 PM""]",Paul,5,"I came here for the first time today and enjoyed the wonderful atmosphere and great service by Blake our server who was very knowledgeable about the food and drinks choice and even gave me a complimentary dessert 🍰 as it was my birthday 🥳
A great place to visit with family and friends great cocktails and enjoyable food.",2025-07-08 15:00:49,en
Bill’s Bullring Restaurant,4.2,3214,"Bullring Shopping Centre Bullring, Middle Hall East, Birmingham B5 4BU, UK",52.47791,-1.8931987,ChIJ____noi8cEgR9n37DwKZ36M,"[""Monday: 8:00 AM – 9:00 PM"", ""Tuesday: 8:00 AM – 9:00 PM"", ""Wednesday: 8:00 AM – 9:00 PM"", ""Thursday: 8:00 AM – 9:00 PM"", ""Friday: 8:00 AM – 9:00 PM"", ""Saturday: 8:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 8:30 PM""]",苏睿桐,5,"Came to the restaurant for dinner tonight, and all the dishes tasted good. My mother really likes their chili sauce and wants to buy a bottle to take away, at first the waiter said initially said it doesn't for sell to the public, but after paying the bill, the warmhearted manager BOGDAN directly gave us a bottle and no charge for it! Really appreciated for his enthusiastic and generous service!",2025-07-28 21:09:35,en
Bill’s Bullring Restaurant,4.2,3214,"Bullring Shopping Centre Bullring, Middle Hall East, Birmingham B5 4BU, UK",52.47791,-1.8931987,ChIJ____noi8cEgR9n37DwKZ36M,"[""Monday: 8:00 AM – 9:00 PM"", ""Tuesday: 8:00 AM – 9:00 PM"", ""Wednesday: 8:00 AM – 9:00 PM"", ""Thursday: 8:00 AM – 9:00 PM"", ""Friday: 8:00 AM – 9:00 PM"", ""Saturday: 8:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 8:30 PM""]",Fitness Food Recipes,4,"Went to this restaurant because I signed up for StoriBoard. It’s a platform that connects strangers together and you meet new people for the first time in a restaurant, interesting experience.

So Bill’s, in terms of the food I’ve definitely had way better food. The atmosphere is chilled and calm and the crowd is decent too.

I ordered the Sea Bass dish with Couscous, because I wanted a healthy option. If I ever visit there again, I’d try something else but I wasn’t the only one in the group that had something negative to say about the food tbh.

Decent food but like I said I’ve had way better food dining in Bull Ring. The Pomegranate drink was okay.",2025-04-06 14:37:32,en
Bill’s Bullring Restaurant,4.2,3214,"Bullring Shopping Centre Bullring, Middle Hall East, Birmingham B5 4BU, UK",52.47791,-1.8931987,ChIJ____noi8cEgR9n37DwKZ36M,"[""Monday: 8:00 AM – 9:00 PM"", ""Tuesday: 8:00 AM – 9:00 PM"", ""Wednesday: 8:00 AM – 9:00 PM"", ""Thursday: 8:00 AM – 9:00 PM"", ""Friday: 8:00 AM – 9:00 PM"", ""Saturday: 8:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 8:30 PM""]",Danni & Alec,4,"Breakfast in brum 🥞☀️☕️

Good morning sun trap with a nice breakfast to follow could of been a 5 but maybe we didn’t make the right choices off the menu, biscoff pancakes was a sweet sensation but the chorizo dish was a bit confused lots going on but never really gelled needed a better dipping sauce for the flatbread. cappuccino was good but the coconut matcha wasn’t great but definitely could taste the 🥥 overall would recommend 🍽️",2025-07-14 08:13:38,en
Bill’s Bullring Restaurant,4.2,3214,"Bullring Shopping Centre Bullring, Middle Hall East, Birmingham B5 4BU, UK",52.47791,-1.8931987,ChIJ____noi8cEgR9n37DwKZ36M,"[""Monday: 8:00 AM – 9:00 PM"", ""Tuesday: 8:00 AM – 9:00 PM"", ""Wednesday: 8:00 AM – 9:00 PM"", ""Thursday: 8:00 AM – 9:00 PM"", ""Friday: 8:00 AM – 9:00 PM"", ""Saturday: 8:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 8:30 PM""]",Cindy Nohely Galeas,5,"Bottomless pancakes Friday.

I saw on instagram that they have a bottomless pancakes every Friday, all day, so we went to try.

You can choose only between two different kinds of pancakes, but absolutely deserve the chance to try them.

I had fruit pancakes, they were delicious.
And you can order more when your plate of empty for 90 minutes.

The staff was okay, really busy, so the time for wait the new round take time, (I only had two)

But I understand how busy they were, the restaurant is lovely and you can’t miss the location because is easy to find.

If you have a chance don’t think a lot and go and try them, next time I will go with my girls, so is a great date for have a family breakfast.",2025-03-14 15:39:21,en
Bill’s Bullring Restaurant,4.2,3214,"Bullring Shopping Centre Bullring, Middle Hall East, Birmingham B5 4BU, UK",52.47791,-1.8931987,ChIJ____noi8cEgR9n37DwKZ36M,"[""Monday: 8:00 AM – 9:00 PM"", ""Tuesday: 8:00 AM – 9:00 PM"", ""Wednesday: 8:00 AM – 9:00 PM"", ""Thursday: 8:00 AM – 9:00 PM"", ""Friday: 8:00 AM – 9:00 PM"", ""Saturday: 8:00 AM – 9:00 PM"", ""Sunday: 9:00 AM – 8:30 PM""]",Simon Wheeler,2,"Won’t be back, we were seated at the back of the restaurant, to be greeted with a sticky table and filthy glasses on the table…. Then we asked for a substitute for one of the items on a breakfast, as didn’t want mushrooms, to be told ‘No’!  Food was ok, my ginger beer didn’t have much flavour.  There’s a lot of choice for places to eat in Birmingham, this place needs to do better, in my view.",2025-05-26 09:41:01,en
Tonkotsu Birmingham Selfridges,4.5,414,"Moor Street Queensway Bullring, Selfridges, Birmingham B5 4BP, UK",52.4779288,-1.8924149,ChIJc3AyIoa8cEgRYMKg3HZcnj8,"[""Monday: 11:30 AM – 8:00 PM"", ""Tuesday: 11:30 AM – 8:00 PM"", ""Wednesday: 11:30 AM – 8:00 PM"", ""Thursday: 11:30 AM – 8:00 PM"", ""Friday: 11:30 AM – 8:00 PM"", ""Saturday: 11:30 AM – 8:00 PM"", ""Sunday: 11:30 AM – 5:30 PM""]",Sophie Millerchip,5,"Had the most amazing lunch date here!
The staff are so lovely and polite, they couldn’t do more for you. They made sure to come over to see if we needed anything.

10/10 experience and couldn’t recommend more!

Special mention to the manager Sophie who was helpful with explaining what was what and recommending what to have based on what I said I liked!

Thank you!",2025-05-24 11:34:12,en
Tonkotsu Birmingham Selfridges,4.5,414,"Moor Street Queensway Bullring, Selfridges, Birmingham B5 4BP, UK",52.4779288,-1.8924149,ChIJc3AyIoa8cEgRYMKg3HZcnj8,"[""Monday: 11:30 AM – 8:00 PM"", ""Tuesday: 11:30 AM – 8:00 PM"", ""Wednesday: 11:30 AM – 8:00 PM"", ""Thursday: 11:30 AM – 8:00 PM"", ""Friday: 11:30 AM – 8:00 PM"", ""Saturday: 11:30 AM – 8:00 PM"", ""Sunday: 11:30 AM – 5:30 PM""]",NaveedCentral,5,"The food and service was amazing. I had the king prawn katsu curry and rice and the gyozas and also chicken ramen and I loved it. Connor, I believe his name was, was my server and he was very accommodating and friendly. He helped me in deciding what to eat and was very nice to speak to. 10/10",2025-06-05 12:19:14,en
Tonkotsu Birmingham Selfridges,4.5,414,"Moor Street Queensway Bullring, Selfridges, Birmingham B5 4BP, UK",52.4779288,-1.8924149,ChIJc3AyIoa8cEgRYMKg3HZcnj8,"[""Monday: 11:30 AM – 8:00 PM"", ""Tuesday: 11:30 AM – 8:00 PM"", ""Wednesday: 11:30 AM – 8:00 PM"", ""Thursday: 11:30 AM – 8:00 PM"", ""Friday: 11:30 AM – 8:00 PM"", ""Saturday: 11:30 AM – 8:00 PM"", ""Sunday: 11:30 AM – 5:30 PM""]",Roman Brezovsky,4,"Not the best tonkotsu ramen I’ve had – it lacked the creaminess and depth of flavour you’d expect, but overall the quality was decent. It’s a good option if you’re passing by and want something quick, warm, and comforting. Especially nice on a cold day.",2025-05-19 00:00:54,en
Tonkotsu Birmingham Selfridges,4.5,414,"Moor Street Queensway Bullring, Selfridges, Birmingham B5 4BP, UK",52.4779288,-1.8924149,ChIJc3AyIoa8cEgRYMKg3HZcnj8,"[""Monday: 11:30 AM – 8:00 PM"", ""Tuesday: 11:30 AM – 8:00 PM"", ""Wednesday: 11:30 AM – 8:00 PM"", ""Thursday: 11:30 AM – 8:00 PM"", ""Friday: 11:30 AM – 8:00 PM"", ""Saturday: 11:30 AM – 8:00 PM"", ""Sunday: 11:30 AM – 5:30 PM""]",Leonie Bailey,5,Delicious food. It came so quickly and the staff were lovely. I think it's a brilliant idea that you can have small portions at a discounted rate!,2025-05-27 14:14:51,en
Tonkotsu Birmingham Selfridges,4.5,414,"Moor Street Queensway Bullring, Selfridges, Birmingham B5 4BP, UK",52.4779288,-1.8924149,ChIJc3AyIoa8cEgRYMKg3HZcnj8,"[""Monday: 11:30 AM – 8:00 PM"", ""Tuesday: 11:30 AM – 8:00 PM"", ""Wednesday: 11:30 AM – 8:00 PM"", ""Thursday: 11:30 AM – 8:00 PM"", ""Friday: 11:30 AM – 8:00 PM"", ""Saturday: 11:30 AM – 8:00 PM"", ""Sunday: 11:30 AM – 5:30 PM""]",Kateryna B,5,"Always great experience! The chilli chicken ramen was packed with flavour and had the perfect balance of heat and depth. Love their shiitake gyozas and kimchi 🥰

Huge shoutout to Connor, who was exceptionally attentive and hospitable, making the whole experience even better. Will definitely be coming back!",2025-03-15 14:37:30,en
Grand Central Kitchen,4.8,2070,"7 Stephenson St, Birmingham B2 4BL, UK",52.4786996,-1.8990637,ChIJ0WhqV4m8cEgR2SfFsYLY6Ws,"[""Monday: 6:30 AM – 4:00 PM"", ""Tuesday: 6:30 AM – 4:00 PM"", ""Wednesday: 6:30 AM – 4:00 PM"", ""Thursday: 6:30 AM – 4:00 PM"", ""Friday: 6:30 AM – 4:00 PM"", ""Saturday: 6:30 AM – 4:00 PM"", ""Sunday: 7:30 AM – 4:00 PM""]",Charlie Murray,5,"Want great tasting food, no fuss and brilliant service… then this second to none cafe is unmissable!! It would be a mistake to stay in your hotel and not venture out to this flavoursome location!!
The service is rapid! Food is served hot!!

But the coffee… wow!! The regular flat white is a full cup of coffee… and better tasting than your chain coffee houses!!",2025-05-12 09:50:19,en
Grand Central Kitchen,4.8,2070,"7 Stephenson St, Birmingham B2 4BL, UK",52.4786996,-1.8990637,ChIJ0WhqV4m8cEgR2SfFsYLY6Ws,"[""Monday: 6:30 AM – 4:00 PM"", ""Tuesday: 6:30 AM – 4:00 PM"", ""Wednesday: 6:30 AM – 4:00 PM"", ""Thursday: 6:30 AM – 4:00 PM"", ""Friday: 6:30 AM – 4:00 PM"", ""Saturday: 6:30 AM – 4:00 PM"", ""Sunday: 7:30 AM – 4:00 PM""]",Vincent Snedker,5,"Straight after getting off the train at Birmingham New Street yesterday, I popped into Grand Central Kitchen for some breakfast. Gotta say, I’d never had eggs and cheese like that before – absolutely delicious!
The staff were so friendly too. Special shout-out to the Iranian girl who was lovely, and the bloke (can’t remember his name!) who recommended some spots for me to check out in Digbeth. Loads of cool places to explore, so thank you both for the tips!
To be honest, I was a bit knackered when I came in and probably could’ve done with a nap right there and then. If I hadn’t been so tired, I’d have been even more buzzing about it all, haha. Anyway, cracking little spot – I’ll definitely swing by again next time I’m in Birmingham. Matee, I'm minging. Bloody love yaouw' 🤣",2025-06-24 16:18:17,en
Grand Central Kitchen,4.8,2070,"7 Stephenson St, Birmingham B2 4BL, UK",52.4786996,-1.8990637,ChIJ0WhqV4m8cEgR2SfFsYLY6Ws,"[""Monday: 6:30 AM – 4:00 PM"", ""Tuesday: 6:30 AM – 4:00 PM"", ""Wednesday: 6:30 AM – 4:00 PM"", ""Thursday: 6:30 AM – 4:00 PM"", ""Friday: 6:30 AM – 4:00 PM"", ""Saturday: 6:30 AM – 4:00 PM"", ""Sunday: 7:30 AM – 4:00 PM""]",Samantha Colden,5,"This is a great spot for classic cafe breakfasts. We had the Full English and the house omelette and both were super tasty. The restaurant itself is simple, the tables are quite close together but it runs like clockwork! Staff are super friendly and made us feel so welcome. Portions are generous, food is delicious and turnover is fast. A great experience!",2025-03-31 22:13:08,en
Grand Central Kitchen,4.8,2070,"7 Stephenson St, Birmingham B2 4BL, UK",52.4786996,-1.8990637,ChIJ0WhqV4m8cEgR2SfFsYLY6Ws,"[""Monday: 6:30 AM – 4:00 PM"", ""Tuesday: 6:30 AM – 4:00 PM"", ""Wednesday: 6:30 AM – 4:00 PM"", ""Thursday: 6:30 AM – 4:00 PM"", ""Friday: 6:30 AM – 4:00 PM"", ""Saturday: 6:30 AM – 4:00 PM"", ""Sunday: 7:30 AM – 4:00 PM""]",Kevin Obajt,4,"I had a meal at Grand Central Kitchen recently, and overall it was okay. The prices were fair, especially for the central location, which I appreciated. The staff were friendly and service was quick.

That said, the food itself didn’t quite hit the mark for me. The dishes looked good, but were missing a bit of flavour – just felt like they needed a bit more seasoning or something to bring them to life. I’ve definitely had better meals elsewhere in Birmingham.

Still, it’s not a bad spot if you’re nearby and need a bite – clean, convenient, and decent value. I’d give it 4 stars overall, mostly for the service and price.",2025-04-13 21:44:10,en
Grand Central Kitchen,4.8,2070,"7 Stephenson St, Birmingham B2 4BL, UK",52.4786996,-1.8990637,ChIJ0WhqV4m8cEgR2SfFsYLY6Ws,"[""Monday: 6:30 AM – 4:00 PM"", ""Tuesday: 6:30 AM – 4:00 PM"", ""Wednesday: 6:30 AM – 4:00 PM"", ""Thursday: 6:30 AM – 4:00 PM"", ""Friday: 6:30 AM – 4:00 PM"", ""Saturday: 6:30 AM – 4:00 PM"", ""Sunday: 7:30 AM – 4:00 PM""]",gary thompson,5,"What an amazing place. Staff is so friendly and attentive. The food was delicious, cannot fault this place. 10/10 for me.

Popped in for a coffee and purposely charged me for a regular instead of a large, which honestly made my day.  I went back less than an hour later for a dine in breakfast. I was greeted by the same happy team",2025-02-13 10:35:45,en
The Birmingham Stable,4.3,1648,"1 Orion, 115 John Bright St, Birmingham B1 1BE, UK",52.4776738,-1.9017563,ChIJFxhqo4u8cEgRVqqIuemRKnw,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 11:00 PM"", ""Saturday: 11:30 AM – 11:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]",Sachin Parmar,5,"I absolutely love pizza – it’s one of my favourite meals. This spot is a little off the beaten track and not too far from the Mailbox, but well worth a visit. Everything I had was absolutely delicious – proper finger-licking good! The selection of beers, ales, and ciders on tap was impressive. The staff were incredibly helpful and took the time to explain all the food and drink options, so I could make an informed choice.",2025-04-14 14:14:54,en
