restaurant_name,rating,total_ratings,address,latitude,longitude,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language
Primitivo,4.4,249,"10 Barwick St, Birmingham B3 2NT, UK",52.4823493,-1.8989459,ChIJAVxPLYy8cEgRj1EU-RKyEdY,"[""Monday: 10:00 AM – 8:00 PM"", ""Tuesday: 10:00 AM – 9:00 PM"", ""Wednesday: 10:00 AM – 11:00 PM"", ""Thursday: 10:00 AM – 11:00 PM"", ""Friday: 10:00 AM – 11:00 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",Gronki Grolsk,3,"Came for a retirement celebration. It was very full and difficult to get a drink. As the bar is longhand narrow due to the two rooms it became very full very quickly and almost uncomfortable.  The food would have been better being put out on a table rather than being taken round on platters, as some of it was difficult to eat without a plate. All the food was delicious, staff were accomodating if not a little overwhlemed at times. Maybe too small to have a function room as half of the bar itself?",2025-03-06 09:11:17,en
The Sun On The Hill,4.2,1558,"23 Bennetts Hill, Birmingham B2 5QP, UK",52.4798038,-1.9000737,ChIJw7LmBYy8cEgRNqJeCn2Ulpw,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]",Dal,5,"Been in this pub a few times many years ago on evenings when it was very lively, and visited today during the day for a quick beer.

Nice and clean with a good vibe. Quick and friendly service. Didn't try the food so can't comment on that.",2024-12-18 23:14:45,en
The Sun On The Hill,4.2,1558,"23 Bennetts Hill, Birmingham B2 5QP, UK",52.4798038,-1.9000737,ChIJw7LmBYy8cEgRNqJeCn2Ulpw,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]",Barry Wadeson,5,"Absolutely fantastic food, seriously good. Proper burgers and the dirty fries were banging.
Every member of the team were engaging and friendly.
Highly highly recommend",2025-07-19 13:54:32,en
The Sun On The Hill,4.2,1558,"23 Bennetts Hill, Birmingham B2 5QP, UK",52.4798038,-1.9000737,ChIJw7LmBYy8cEgRNqJeCn2Ulpw,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]",A Q,2,"OMG!! just sets the tone, wanted a good Sunday roast, chose this place based on reviews,popped in, great first impressions, on point service, ordered a Sunday roast, first drawback they don't do turkey, they do chicken instead, ordered chicken, the meat had pink bits , I took the skin off to check it, veg was dull with light green bits, the whole dish. Was presented poorly, put me off eating it. It looked like slop on a plate, tried eating the veg got put off, I chose this place based on reviews., after visiting I checked the reviews again and realised they are two years old, so something has gone wrong there. I can't remember what I got charged but over all disappointed, I base my review on value for money and experience and I felt let down. Pic of slop attached with this review. If I was out  with a few friend's and wanting to socialise and have a few drinks, if I was a daddy with a family needing to get the kids feds I would skip over this place and have a McDonald's.",2025-07-14 14:44:30,en
The Sun On The Hill,4.2,1558,"23 Bennetts Hill, Birmingham B2 5QP, UK",52.4798038,-1.9000737,ChIJw7LmBYy8cEgRNqJeCn2Ulpw,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]",Sandy,3,"Out with work colleagues...we had a few drinks here and ordered some food...did not rate my food. The cibatta bread was rock hard...none of us were really over whelmed with our food...I suppose you pay your money you take your chances. It was more about getting together after work. Nice vibrant atmosphere, music became louder as the evening went on.",2023-06-25 19:13:47,en
The Sun On The Hill,4.2,1558,"23 Bennetts Hill, Birmingham B2 5QP, UK",52.4798038,-1.9000737,ChIJw7LmBYy8cEgRNqJeCn2Ulpw,"[""Monday: 12:00 – 11:00 PM"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 PM – 1:00 AM"", ""Saturday: 10:00 AM – 1:00 AM"", ""Sunday: 10:00 AM – 11:00 PM""]",David Johns,5,"Our barman Harry was awesome, very welcoming, accommodating and friendly. Helped and delivered on certain requests set the pubs guests and my daughter totally enjoyed her 30th Birthday. Thanks Harry",2025-04-19 22:02:27,en
Las Iguanas - Birmingham - Arcadian Centre,4.5,2762,"Arcadian Centre, Hurst St, Birmingham B5 4TD, UK",52.4743924,-1.8961216,ChIJTcZf0Im8cEgROaqaFB1skFY,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:00 AM – 9:00 PM""]",Fiona Liu,5,"I had a wonderful experience at the restaurant! Our server, Aaliyah, was absolutely amazing – super friendly, attentive, and always made sure we had everything we needed. Her warm smile and positive attitude really made our visit special. The food was delicious, and the service was top-notch. Thank you, Aaliyah, for making our evening so enjoyable! Highly recommend this place to everyone",2025-01-17 18:58:45,en
Las Iguanas - Birmingham - Arcadian Centre,4.5,2762,"Arcadian Centre, Hurst St, Birmingham B5 4TD, UK",52.4743924,-1.8961216,ChIJTcZf0Im8cEgROaqaFB1skFY,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:00 AM – 9:00 PM""]",Chiamaka Obianke,5,"Anna, our waitress was absolutely amazing! She was attentive, friendly, and made our entire experience so enjoyable.

Her service really stood out and made us feel welcome and taken care of. Thank you for such great service, will definitely be back!",2025-06-13 13:37:52,en
Las Iguanas - Birmingham - Arcadian Centre,4.5,2762,"Arcadian Centre, Hurst St, Birmingham B5 4TD, UK",52.4743924,-1.8961216,ChIJTcZf0Im8cEgROaqaFB1skFY,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:00 AM – 9:00 PM""]",Gigi,5,"We had a fantastic experience at Las Iguanas, thanks to Dye! He was incredibly helpful, attentive, and friendly throughout our visit. From the moment we were seated, Dye made sure we were well taken care of, offering great recommendations and making us feel welcome. His positive energy and professionalism really stood out and made our evening even more enjoyable. Thank you, Dye, for the excellent service!",2025-05-07 19:51:00,en
Las Iguanas - Birmingham - Arcadian Centre,4.5,2762,"Arcadian Centre, Hurst St, Birmingham B5 4TD, UK",52.4743924,-1.8961216,ChIJTcZf0Im8cEgROaqaFB1skFY,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:00 AM – 9:00 PM""]",Edie Girgensons,5,The food was absolutely amazing and so were the drinks!! Such a a lovely atmosphere. Miheer was a great server and made sure everything was okay for us!,2025-03-22 19:37:14,en
Las Iguanas - Birmingham - Arcadian Centre,4.5,2762,"Arcadian Centre, Hurst St, Birmingham B5 4TD, UK",52.4743924,-1.8961216,ChIJTcZf0Im8cEgROaqaFB1skFY,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 10:00 PM"", ""Saturday: 11:00 AM – 10:00 PM"", ""Sunday: 11:00 AM – 9:00 PM""]",George Yang,5,"Great atmosphere, excellent service and food. Aunika looked after our table with her very friendly and professional manner. Thank you so much!",2025-05-23 19:43:10,en
wagamama birmingham bullring,4.3,1232,"the, Bullring Shopping Centre Bullring, st martin's square, Edgbaston St, Birmingham B5 4QL, UK",52.4767531,-1.8940217,ChIJS-YscH28cEgRwE9rxRJNN8k,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]",Susan Dsouza,2,"I was quite disappointed with my dining experience today. One of the main courses was served significantly earlier than the rest, and the second only arrived after we reminded the staff—by which time my friend had already finished eating. While I really enjoyed the honey firecracker wings, the curries were underwhelming and not to our taste.

Given the pricing, we expected a higher standard, both in terms of food and service. Unfortunately, the customer service fell short. The general manager of the store was really professional and welcoming but our waitress seemed disengaged—she placed the food and change on the table without a word and didn’t check in with us at any point during the meal. There was no sense of warmth or attentiveness, which really affected the overall experience which left a negative impression overall. It’s a shame, as we were looking forward to the meal.",2025-03-28 20:13:46,en
wagamama birmingham bullring,4.3,1232,"the, Bullring Shopping Centre Bullring, st martin's square, Edgbaston St, Birmingham B5 4QL, UK",52.4767531,-1.8940217,ChIJS-YscH28cEgRwE9rxRJNN8k,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]",Beth Hill,5,"We visited here Friday 14th around 1pm. The food was amazing, the drinks were great and the service was 5star.
We were served by Jack and he was super attentive and friendly, he made us feel extremly welcome and as if we were the only people he was serving.
He took my Moms allergies to gluten super seriously and explained everything they would do to cater to her allergies, which is great as she is always dubious eating out due to lack of care, which had made her ill, in the past.
Food was delicious and served quickly",2025-02-15 14:37:40,en
wagamama birmingham bullring,4.3,1232,"the, Bullring Shopping Centre Bullring, st martin's square, Edgbaston St, Birmingham B5 4QL, UK",52.4767531,-1.8940217,ChIJS-YscH28cEgRwE9rxRJNN8k,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]",Kelly Hinkley,5,Visited today with my family and would highly recommend.  The food was excellent as always and the staff were very friendly and could not do enough for us (especially Karys).  My daughter has a nut allergy and staff were very helpful in making sure that the dishes she had chosen were suitable which was very reassuring.  We will definitely be visiting more often 😋,2025-07-06 18:07:51,en
wagamama birmingham bullring,4.3,1232,"the, Bullring Shopping Centre Bullring, st martin's square, Edgbaston St, Birmingham B5 4QL, UK",52.4767531,-1.8940217,ChIJS-YscH28cEgRwE9rxRJNN8k,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]",Paul Smith,5,"Lunch, very good rice bowl and noodles.
Kimchi perfect. Fast pay with QR code. Good service quite quick.
Initial order was a bit too slow.",2025-04-19 16:02:35,en
wagamama birmingham bullring,4.3,1232,"the, Bullring Shopping Centre Bullring, st martin's square, Edgbaston St, Birmingham B5 4QL, UK",52.4767531,-1.8940217,ChIJS-YscH28cEgRwE9rxRJNN8k,"[""Monday: 11:00 AM – 10:00 PM"", ""Tuesday: 11:00 AM – 10:00 PM"", ""Wednesday: 11:00 AM – 10:00 PM"", ""Thursday: 11:00 AM – 10:00 PM"", ""Friday: 11:00 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 11:00 AM – 10:00 PM""]",Yvie Grace,5,"We had a party of 12? come in and order about an hour before closing. They were brilliant, the food came out fast and was delicious. The waiters were great as well. They were very polite in getting us to leave on time, sorry we kept you back a bit!",2025-07-13 20:06:30,en
Jojolapa Nepalese Bar & Kitchen,4.4,317,"55-59 Newhall St, Birmingham B3 3RB, UK",52.482244,-1.9031607,ChIJV6jlAI28cEgRkOVZCvhiM1Y,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 5:00 – 10:30 PM"", ""Friday: 5:00 – 10:30 PM"", ""Saturday: 5:00 – 10:30 PM"", ""Sunday: Closed""]",Matthew Cockman,5,"This restaurant is fantastic. We went on Sunday at 4.00 pm. Food tasty and beautifully presented. Service outstanding. Venue nice and bright, a change from some dark, dingy and close Indian restaurants. They went the extra mile and really looked after us. Price, reasonable given we had 3 courses.",2025-06-29 22:22:13,en
Jojolapa Nepalese Bar & Kitchen,4.4,317,"55-59 Newhall St, Birmingham B3 3RB, UK",52.482244,-1.9031607,ChIJV6jlAI28cEgRkOVZCvhiM1Y,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 5:00 – 10:30 PM"", ""Friday: 5:00 – 10:30 PM"", ""Saturday: 5:00 – 10:30 PM"", ""Sunday: Closed""]",Dibya Shrestha,5,staff are really nice and friendly. All together high recommended to visit and try some Nepalese food.,2025-07-10 18:59:29,en
Jojolapa Nepalese Bar & Kitchen,4.4,317,"55-59 Newhall St, Birmingham B3 3RB, UK",52.482244,-1.9031607,ChIJV6jlAI28cEgRkOVZCvhiM1Y,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 5:00 – 10:30 PM"", ""Friday: 5:00 – 10:30 PM"", ""Saturday: 5:00 – 10:30 PM"", ""Sunday: Closed""]",Oupkar Kaur,5,"We went here just yesterday for my husband's birthday and the owner and waitress were so attentive to all of our needs (16 of us may I add), including all my young nieces. The food was very flavoursome not over-spiced or bland like other restaurants, who think flavour doesn't matter. Everyone had a great time and the head waiter even sang happy birthday and brought the cake over for my husband. 5/5 highly recommend!",2022-03-09 16:57:44,en
Jojolapa Nepalese Bar & Kitchen,4.4,317,"55-59 Newhall St, Birmingham B3 3RB, UK",52.482244,-1.9031607,ChIJV6jlAI28cEgRkOVZCvhiM1Y,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 5:00 – 10:30 PM"", ""Friday: 5:00 – 10:30 PM"", ""Saturday: 5:00 – 10:30 PM"", ""Sunday: Closed""]",Andrej Gorovoj,5,"Very cosy place in the heart of Jewellery Quarter, great atmosphere with even greater food, staff and owner are very nice and kind. It is slightly on pricier side, but no regrets on the food, especially when its one of a kind Nepalese kitchen around. Definitely would recommend to anyone to try at least once. Menu has a lot of variety, so anyone should find something to like.",2020-09-12 21:40:22,en
Jojolapa Nepalese Bar & Kitchen,4.4,317,"55-59 Newhall St, Birmingham B3 3RB, UK",52.482244,-1.9031607,ChIJV6jlAI28cEgRkOVZCvhiM1Y,"[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 5:00 – 10:30 PM"", ""Friday: 5:00 – 10:30 PM"", ""Saturday: 5:00 – 10:30 PM"", ""Sunday: Closed""]",David Clarke,5,"Stop, wait a minute, think, reflect. “Did I just experience something off the charts?” My mind was blown following a visit to Jojolapa Nepalese Bar & Restaurant.
The restaurant looks diminutive as you pass it by on the street. Enter and behold, this is no ordinary restaurant. JoJolapa’s interior queues matches its culinary intentions. It is best described as fusion: Nepalese meets Indian meets British hipster. The light pours in from the skylight giving the comfortable, lounging dining area an inviting warmth.
The service is exceptional, the concept of JoJolapa, it’s dishes and its soul are explained in detail. I recommend letting them guide you. Go on, try dishes that will open your chakra to a whole new world of food.
The pick of the dishes, for me, was the soya tikka biriyani. If I was to describe it better, it is a Nan topped rice and (Meat,vegetables,vegan meat) pie delivered with a side of curry sauce. What an amazing dish; I had to ask the serving staff if they’d accidentally served me actual chicken given how convincing the soya chicken was.
What an amazing place, the most exciting culinary experience I’ve had for a while.",2019-09-07 03:12:53,en
Mount Fuji,4.4,677,"Spiceal St, Birmingham B5 4BH, UK",52.4772748,-1.8943513,ChIJgTmisIi8cEgR57VtAvXJvto,"[""Monday: 12:00 – 7:30 PM"", ""Tuesday: 12:00 – 7:30 PM"", ""Wednesday: 12:00 – 7:30 PM"", ""Thursday: 12:00 – 7:30 PM"", ""Friday: 12:00 – 8:30 PM"", ""Saturday: 12:00 – 8:30 PM"", ""Sunday: 12:00 – 7:00 PM""]",Moon Rabbit,4,"A Japanese restaurant in Birmingham city centre. It’s especially known for its ramen and bento, reasonably priced and quite popular, so expect a queue during peak hours. The interior has the vibe of a small Japanese eatery. The Asian staff are polite and attentive. Seating is a bit tight but still fairly comfortable.

🍣 Salmon Combo Plate & Nigiri Sushi Set B
Not the freshest sushi I’ve had, and the presentation was rather plain, but portions were generous and satisfying. With more refined plating, it could be even better.

🍱 Children’s Bento
Served in a fun, train shaped tray that immediately caught the kids’ attention! Includes fried chicken, prawn, rice ball, tamagoyaki, fruit, and a cup of apple juice. Well balanced and filling, the kids were delighted!

🍜 Mount Fuji Giant Prawn Ramen
Comes with two large fried prawns and dumplings. Even though the fried items were soaked in the soup, they stayed flavorful. The tonkotsu broth was rich and aromatic without being overly salty.

🍹 Melon Cream Soda
A nostalgic Japanese treat! Classic melon soda with a scoop of ice cream. Tastes great and perfect for photos.

Recommendations:
👍🏻 Melon Cream Soda
👍🏻 Children's Bento
👍🏻 Mount Fuji Giant Prawn Ramen
🆗 Salmon Combo Plate
🆗 Nigiri Sushi Set B
🆗 Chicken Gyoza",2025-07-01 10:29:51,en
Mount Fuji,4.4,677,"Spiceal St, Birmingham B5 4BH, UK",52.4772748,-1.8943513,ChIJgTmisIi8cEgR57VtAvXJvto,"[""Monday: 12:00 – 7:30 PM"", ""Tuesday: 12:00 – 7:30 PM"", ""Wednesday: 12:00 – 7:30 PM"", ""Thursday: 12:00 – 7:30 PM"", ""Friday: 12:00 – 8:30 PM"", ""Saturday: 12:00 – 8:30 PM"", ""Sunday: 12:00 – 7:00 PM""]",Edward D,3,"Mount Fuji is a Japanese restaurant, and since my friend and I love ramen, we ordered the tonkotsu ramen. Honestly, it was just average—I’d give it a 65 out of 100. What was really disappointing was that when we ordered, the staff told us they had run out of chashu for all ramen dishes… and this was right when they had just opened for the day.

The broth lacked depth and richness, which was a letdown. The gyoza and chicken were decent, and the takoyaki was actually pretty good.",2025-02-08 15:47:43,en
Mount Fuji,4.4,677,"Spiceal St, Birmingham B5 4BH, UK",52.4772748,-1.8943513,ChIJgTmisIi8cEgR57VtAvXJvto,"[""Monday: 12:00 – 7:30 PM"", ""Tuesday: 12:00 – 7:30 PM"", ""Wednesday: 12:00 – 7:30 PM"", ""Thursday: 12:00 – 7:30 PM"", ""Friday: 12:00 – 8:30 PM"", ""Saturday: 12:00 – 8:30 PM"", ""Sunday: 12:00 – 7:00 PM""]",Axel Macule,5,"absolutely amazing service and I love the food, second time coming and I love it every time. super nice waiters/waitresses. I love the atmosphere with the fairy lights and wooden furniture. 1000% recommend",2025-02-16 13:57:50,en
Mount Fuji,4.4,677,"Spiceal St, Birmingham B5 4BH, UK",52.4772748,-1.8943513,ChIJgTmisIi8cEgR57VtAvXJvto,"[""Monday: 12:00 – 7:30 PM"", ""Tuesday: 12:00 – 7:30 PM"", ""Wednesday: 12:00 – 7:30 PM"", ""Thursday: 12:00 – 7:30 PM"", ""Friday: 12:00 – 8:30 PM"", ""Saturday: 12:00 – 8:30 PM"", ""Sunday: 12:00 – 7:00 PM""]",Karthik Ajayan,5,"Mount Fuji Review: Authentic Japanese Flavors in the Heart of Birmingham
⭐⭐⭐⭐⭐

Mount Fuji in the Bullring delivers a truly authentic Japanese dining experience that transports you straight to Tokyo. From the moment you step inside, the contemporary yet inviting décor sets the stage for a meal filled with vibrant flavors and meticulous presentation.

The menu is impressively diverse, offering everything from freshly prepared sushi and sashimi to hearty ramen, udon, donburi bowls, and traditional Japanese curries. Each dish is crafted by experienced chefs, ensuring that every bite bursts with genuine taste and quality. The bento boxes, in particular, stand out for their generous portions and balanced flavors.

Service at Mount Fuji is friendly and attentive, making it an ideal spot for both a casual lunch and a special dinner. The restaurant’s ambiance, combined with its convenient location in the Bullring, makes it a perfect choice for anyone looking to enjoy a taste of Japan in Birmingham.

Overall, Mount Fuji excels in delivering a memorable dining experience with its authentic cuisine, welcoming atmosphere, and efficient service. Highly recommended for Japanese food enthusiasts and anyone in search of a delightful culinary journey.",2025-02-05 08:43:52,en
Mount Fuji,4.4,677,"Spiceal St, Birmingham B5 4BH, UK",52.4772748,-1.8943513,ChIJgTmisIi8cEgR57VtAvXJvto,"[""Monday: 12:00 – 7:30 PM"", ""Tuesday: 12:00 – 7:30 PM"", ""Wednesday: 12:00 – 7:30 PM"", ""Thursday: 12:00 – 7:30 PM"", ""Friday: 12:00 – 8:30 PM"", ""Saturday: 12:00 – 8:30 PM"", ""Sunday: 12:00 – 7:00 PM""]",Weronika Mielnik,5,"Amazing Japanese place, such a convenient and easy place to go to. The food came really quick but was so delicious and well prepared, everyone here was very nice too. The atmosphere was really warm and welcoming. Not to mention the music was great too, good vibe. The tonkotsu kyushu ramen is 10/10.",2025-05-03 19:28:51,en
Genting Casino Birmingham Chinatown,3.9,414,"18, 16 Hurst St, Birmingham B5 4BN, UK",52.47533259999999,-1.897587,ChIJYZ6v6om8cEgR67W9xEMpmhk,"[""Monday: 11:00 AM – 6:00 AM"", ""Tuesday: 11:00 AM – 6:00 AM"", ""Wednesday: 11:00 AM – 6:00 AM"", ""Thursday: 11:00 AM – 6:00 AM"", ""Friday: 11:00 AM – 6:00 AM"", ""Saturday: 11:00 AM – 6:00 AM"", ""Sunday: 11:00 AM – 6:00 AM""]",SO YAT HANG,1,"The receptionist, a male, was extremely rude, particularly towards individuals of Chinese and African descent, displaying what seemed to be racial discrimination, which was shocking. Their other branches are much better than the one in Birmingham.

However, the food at the Chinese restaurant was good.",2024-04-03 22:30:19,en
Genting Casino Birmingham Chinatown,3.9,414,"18, 16 Hurst St, Birmingham B5 4BN, UK",52.47533259999999,-1.897587,ChIJYZ6v6om8cEgR67W9xEMpmhk,"[""Monday: 11:00 AM – 6:00 AM"", ""Tuesday: 11:00 AM – 6:00 AM"", ""Wednesday: 11:00 AM – 6:00 AM"", ""Thursday: 11:00 AM – 6:00 AM"", ""Friday: 11:00 AM – 6:00 AM"", ""Saturday: 11:00 AM – 6:00 AM"", ""Sunday: 11:00 AM – 6:00 AM""]",Dan Healey,4,"Nice casino staff very friendly, drinks and food are very nice and reasonable. However slot machines are always full. This venue could do with more machines as they are very busy",2025-04-18 17:14:50,en
Genting Casino Birmingham Chinatown,3.9,414,"18, 16 Hurst St, Birmingham B5 4BN, UK",52.47533259999999,-1.897587,ChIJYZ6v6om8cEgR67W9xEMpmhk,"[""Monday: 11:00 AM – 6:00 AM"", ""Tuesday: 11:00 AM – 6:00 AM"", ""Wednesday: 11:00 AM – 6:00 AM"", ""Thursday: 11:00 AM – 6:00 AM"", ""Friday: 11:00 AM – 6:00 AM"", ""Saturday: 11:00 AM – 6:00 AM"", ""Sunday: 11:00 AM – 6:00 AM""]",R. P M,1,"Sorry to say but very grim place

- Dealers would have an advertised minimum bet that isn't right
- Some players barefoot without socks
- Players shouting at dealers without staff intervening

I would not recommend this venue",2025-02-25 00:04:25,en
Genting Casino Birmingham Chinatown,3.9,414,"18, 16 Hurst St, Birmingham B5 4BN, UK",52.47533259999999,-1.897587,ChIJYZ6v6om8cEgR67W9xEMpmhk,"[""Monday: 11:00 AM – 6:00 AM"", ""Tuesday: 11:00 AM – 6:00 AM"", ""Wednesday: 11:00 AM – 6:00 AM"", ""Thursday: 11:00 AM – 6:00 AM"", ""Friday: 11:00 AM – 6:00 AM"", ""Saturday: 11:00 AM – 6:00 AM"", ""Sunday: 11:00 AM – 6:00 AM""]",joe bleasdale,5,"Some of the best baccarat in the country.

Ur Way Egalite and Dragon Bonus available.

Low minimums.

Staff were amazing. Would return.",2023-12-26 16:18:23,en
Genting Casino Birmingham Chinatown,3.9,414,"18, 16 Hurst St, Birmingham B5 4BN, UK",52.47533259999999,-1.897587,ChIJYZ6v6om8cEgR67W9xEMpmhk,"[""Monday: 11:00 AM – 6:00 AM"", ""Tuesday: 11:00 AM – 6:00 AM"", ""Wednesday: 11:00 AM – 6:00 AM"", ""Thursday: 11:00 AM – 6:00 AM"", ""Friday: 11:00 AM – 6:00 AM"", ""Saturday: 11:00 AM – 6:00 AM"", ""Sunday: 11:00 AM – 6:00 AM""]",Alfred Fernandes,4,"Great place for a night out with good Chinese Food on offer until 1:30am.
You can get a hot pot or some good Authentic Chinese dishes from ££.",2023-02-28 20:30:05,en
Nando's Birmingham - Mailbox,4.2,1033,"The Mailbox, 105 Wharfside St, Birmingham B1 1RF, UK",52.476034,-1.905381,ChIJnZVz2oq8cEgRn2RdoHJLlAc,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 10:00 PM"", ""Saturday: 11:30 AM – 10:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]",Tejas Srirama,5,"The food was so good and the portion sizes were big. The servers were friendly and the service was also great. I had Mac & Cheese, It was the best and the sunset  was also great.",2025-02-22 06:54:09,en
Nando's Birmingham - Mailbox,4.2,1033,"The Mailbox, 105 Wharfside St, Birmingham B1 1RF, UK",52.476034,-1.905381,ChIJnZVz2oq8cEgRn2RdoHJLlAc,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 10:00 PM"", ""Saturday: 11:30 AM – 10:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]",Ololade Adetoro,4,Standard nandos. The staff were nice and polite.  Our food arrived fairly quickly.,2025-06-08 23:16:28,en
Nando's Birmingham - Mailbox,4.2,1033,"The Mailbox, 105 Wharfside St, Birmingham B1 1RF, UK",52.476034,-1.905381,ChIJnZVz2oq8cEgRn2RdoHJLlAc,"[""Monday: 11:30 AM – 10:00 PM"", ""Tuesday: 11:30 AM – 10:00 PM"", ""Wednesday: 11:30 AM – 10:00 PM"", ""Thursday: 11:30 AM – 10:00 PM"", ""Friday: 11:30 AM – 10:00 PM"", ""Saturday: 11:30 AM – 10:00 PM"", ""Sunday: 11:30 AM – 10:00 PM""]",mashalux,5,Had a lunch there yesterday. Chicken was extra fresh and cooked to perfection. Sweet potato fries were crispy outside and soft inside. Scillies cider was perfect. Customer service was 5 star.,2024-08-12 17:45:28,en
